Feature_A,Feature_A_noConstant_Feature,Feature_B,Feature_B_noConstant_Feature,Feature_C,Feature_C_noConstant_Feature,Constant_Feature,Constant_Feature_noConstant_Feature,Random_Feature,Random_Feature_noConstant_Feature,Outcome,Outcome_noConstant_Feature
3273,3273,6546,6546,-3273,-3273,1,1,0.1648092482975151,0.1648092482975151,B,B
3274,3274,6548,6548,-3274,-3274,1,1,0.6083020434001759,0.6083020434001759,B,B
3279,3279,6558,6558,-3279,-3279,1,1,0.10332125679851589,0.10332125679851589,B,B
3280,3280,6560,6560,-3280,-3280,1,1,0.6098730363287023,0.6098730363287023,B,B
3281,3281,6562,6562,-3281,-3281,1,1,0.2523461316798393,0.2523461316798393,B,B
3282,3282,6564,6564,-3282,-3282,1,1,0.6927742288461433,0.6927742288461433,B,B
3286,3286,6572,6572,-3286,-3286,1,1,0.3921688317981835,0.3921688317981835,B,B
3287,3287,6574,6574,-3287,-3287,1,1,0.004565904953090283,0.004565904953090283,B,B
3288,3288,6576,6576,-3288,-3288,1,1,0.8640426769788171,0.8640426769788171,B,B
3289,3289,6578,6578,-3289,-3289,1,1,0.051086333377212245,0.051086333377212245,B,B
3291,3291,6582,6582,-3291,-3291,1,1,0.4605609677600513,0.4605609677600513,B,B
3292,3292,6584,6584,-3292,-3292,1,1,0.6027028592062148,0.6027028592062148,B,B
3293,3293,6586,6586,-3293,-3293,1,1,0.36132481912701486,0.36132481912701486,B,B
3294,3294,6588,6588,-3294,-3294,1,1,0.5762729908066979,0.5762729908066979,B,B
3296,3296,6592,6592,-3296,-3296,1,1,0.10681514949348259,0.10681514949348259,B,B
3297,3297,6594,6594,-3297,-3297,1,1,0.6597750406584207,0.6597750406584207,B,B
3298,3298,6596,6596,-3298,-3298,1,1,0.044192974641992566,0.044192974641992566,B,B
3299,3299,6598,6598,-3299,-3299,1,1,0.30376155560481943,0.30376155560481943,B,B
3300,3300,6600,6600,-3300,-3300,1,1,0.8620173162329305,0.8620173162329305,B,B
3303,3303,6606,6606,-3303,-3303,1,1,0.2395338341888842,0.2395338341888842,B,B
3304,3304,6608,6608,-3304,-3304,1,1,0.42087669444844167,0.42087669444844167,B,B
3306,3306,6612,6612,-3306,-3306,1,1,0.599776239611761,0.599776239611761,B,B
3307,3307,6614,6614,-3307,-3307,1,1,0.7683507022191779,0.7683507022191779,B,B
3308,3308,6616,6616,-3308,-3308,1,1,0.7140202930922839,0.7140202930922839,B,B
3309,3309,6618,6618,-3309,-3309,1,1,0.17186297738255008,0.17186297738255008,B,B
3311,3311,6622,6622,-3311,-3311,1,1,0.4090723004231903,0.4090723004231903,B,B
3312,3312,6624,6624,-3312,-3312,1,1,0.04852163040416935,0.04852163040416935,B,B
3313,3313,6626,6626,-3313,-3313,1,1,0.7603465987500985,0.7603465987500985,B,B
3314,3314,6628,6628,-3314,-3314,1,1,0.7464262404287192,0.7464262404287192,B,B
3318,3318,6636,6636,-3318,-3318,1,1,0.85712882459322,0.85712882459322,B,B
3319,3319,6638,6638,-3319,-3319,1,1,0.6071133902487345,0.6071133902487345,B,B
3320,3320,6640,6640,-3320,-3320,1,1,0.8971122927360496,0.8971122927360496,B,B
3322,3322,6644,6644,-3322,-3322,1,1,0.7855114177297841,0.7855114177297841,B,B
3323,3323,6646,6646,-3323,-3323,1,1,0.017057308265334803,0.017057308265334803,B,B
3324,3324,6648,6648,-3324,-3324,1,1,0.5740224522143414,0.5740224522143414,B,B
3327,3327,6654,6654,-3327,-3327,1,1,0.2946663252477434,0.2946663252477434,B,B
3332,3332,6664,6664,-3332,-3332,1,1,0.21469613829070222,0.21469613829070222,B,B
3335,3335,6670,6670,-3335,-3335,1,1,0.2880089652863539,0.2880089652863539,B,B
3340,3340,6680,6680,-3340,-3340,1,1,0.8785907853916027,0.8785907853916027,B,B
3341,3341,6682,6682,-3341,-3341,1,1,0.46729127991572716,0.46729127991572716,B,B
3343,3343,6686,6686,-3343,-3343,1,1,0.634972227200766,0.634972227200766,B,B
3344,3344,6688,6688,-3344,-3344,1,1,0.6521533359581325,0.6521533359581325,B,B
3348,3348,6696,6696,-3348,-3348,1,1,0.2831947142179495,0.2831947142179495,B,B
3349,3349,6698,6698,-3349,-3349,1,1,0.22337959219635395,0.22337959219635395,B,B
3352,3352,6704,6704,-3352,-3352,1,1,0.4092969986299688,0.4092969986299688,B,B
3353,3353,6706,6706,-3353,-3353,1,1,0.6095469701888614,0.6095469701888614,B,B
3355,3355,6710,6710,-3355,-3355,1,1,0.16373323367234238,0.16373323367234238,B,B
3357,3357,6714,6714,-3357,-3357,1,1,0.6212170787433495,0.6212170787433495,B,B
3358,3358,6716,6716,-3358,-3358,1,1,0.34563546046931193,0.34563546046931193,B,B
3360,3360,6720,6720,-3360,-3360,1,1,0.8649349181126861,0.8649349181126861,B,B
3361,3361,6722,6722,-3361,-3361,1,1,0.9270836022302812,0.9270836022302812,B,B
3362,3362,6724,6724,-3362,-3362,1,1,0.23395965741098845,0.23395965741098845,B,B
3363,3363,6726,6726,-3363,-3363,1,1,0.3790557914378955,0.3790557914378955,B,B
3366,3366,6732,6732,-3366,-3366,1,1,0.27417311119336807,0.27417311119336807,B,B
3368,3368,6736,6736,-3368,-3368,1,1,0.652304572415332,0.652304572415332,B,B
3369,3369,6738,6738,-3369,-3369,1,1,0.15727825919724114,0.15727825919724114,B,B
3370,3370,6740,6740,-3370,-3370,1,1,0.3103893312798959,0.3103893312798959,B,B
3371,3371,6742,6742,-3371,-3371,1,1,0.4873406715829163,0.4873406715829163,B,B
3372,3372,6744,6744,-3372,-3372,1,1,0.5827284557881642,0.5827284557881642,B,B
3373,3373,6746,6746,-3373,-3373,1,1,0.9436054510686056,0.9436054510686056,B,B
3377,3377,6754,6754,-3377,-3377,1,1,0.22685613910116298,0.22685613910116298,B,B
3378,3378,6756,6756,-3378,-3378,1,1,0.8919612615307886,0.8919612615307886,B,B
3382,3382,6764,6764,-3382,-3382,1,1,0.6046461867574996,0.6046461867574996,B,B
3383,3383,6766,6766,-3383,-3383,1,1,0.9547391151111049,0.9547391151111049,B,B
3384,3384,6768,6768,-3384,-3384,1,1,0.27373237551986207,0.27373237551986207,B,B
3386,3386,6772,6772,-3386,-3386,1,1,0.340949350907506,0.340949350907506,B,B
3387,3387,6774,6774,-3387,-3387,1,1,0.08449074322522654,0.08449074322522654,B,B
3388,3388,6776,6776,-3388,-3388,1,1,0.5284361326591914,0.5284361326591914,B,B
3391,3391,6782,6782,-3391,-3391,1,1,0.6792105193504102,0.6792105193504102,B,B
3392,3392,6784,6784,-3392,-3392,1,1,0.24672019031479586,0.24672019031479586,B,B
3393,3393,6786,6786,-3393,-3393,1,1,0.7225455709303213,0.7225455709303213,B,B
3394,3394,6788,6788,-3394,-3394,1,1,0.08480526601193994,0.08480526601193994,B,B
3395,3395,6790,6790,-3395,-3395,1,1,0.3885440667941955,0.3885440667941955,B,B
3396,3396,6792,6792,-3396,-3396,1,1,0.6917047830737384,0.6917047830737384,B,B
3397,3397,6794,6794,-3397,-3397,1,1,0.12849240779257054,0.12849240779257054,B,B
3399,3399,6798,6798,-3399,-3399,1,1,0.8765809250276536,0.8765809250276536,B,B
3400,3400,6800,6800,-3400,-3400,1,1,0.6755842443993141,0.6755842443993141,B,B
3401,3401,6802,6802,-3401,-3401,1,1,0.8589080931482268,0.8589080931482268,B,B
3407,3407,6814,6814,-3407,-3407,1,1,0.5468714672783619,0.5468714672783619,B,B
3408,3408,6816,6816,-3408,-3408,1,1,0.029446496303444647,0.029446496303444647,B,B
3410,3410,6820,6820,-3410,-3410,1,1,0.8716968912324021,0.8716968912324021,B,B
3411,3411,6822,6822,-3411,-3411,1,1,0.1762935677400007,0.1762935677400007,B,B
3412,3412,6824,6824,-3412,-3412,1,1,0.683314993994542,0.683314993994542,B,B
3413,3413,6826,6826,-3413,-3413,1,1,0.26989869291042423,0.26989869291042423,B,B
3414,3414,6828,6828,-3414,-3414,1,1,0.9886306929434113,0.9886306929434113,B,B
3416,3416,6832,6832,-3416,-3416,1,1,0.6031497746209963,0.6031497746209963,B,B
3417,3417,6834,6834,-3417,-3417,1,1,0.997089476059083,0.997089476059083,B,B
3419,3419,6838,6838,-3419,-3419,1,1,0.842350493276655,0.842350493276655,B,B
3420,3420,6840,6840,-3420,-3420,1,1,0.799165360023791,0.799165360023791,B,B
3421,3421,6842,6842,-3421,-3421,1,1,0.9103184468766172,0.9103184468766172,B,B
3422,3422,6844,6844,-3422,-3422,1,1,0.5678028189844261,0.5678028189844261,B,B
3423,3423,6846,6846,-3423,-3423,1,1,0.47946956123527296,0.47946956123527296,B,B
3424,3424,6848,6848,-3424,-3424,1,1,0.9922149009563939,0.9922149009563939,B,B
3427,3427,6854,6854,-3427,-3427,1,1,0.9768924614945508,0.9768924614945508,B,B
3429,3429,6858,6858,-3429,-3429,1,1,0.9602480503044919,0.9602480503044919,B,B
3430,3430,6860,6860,-3430,-3430,1,1,0.8468929546000591,0.8468929546000591,B,B
3431,3431,6862,6862,-3431,-3431,1,1,0.1717303457018755,0.1717303457018755,B,B
3432,3432,6864,6864,-3432,-3432,1,1,0.08754667023300289,0.08754667023300289,B,B
3434,3434,6868,6868,-3434,-3434,1,1,0.2887562962391964,0.2887562962391964,B,B
3440,3440,6880,6880,-3440,-3440,1,1,0.9130029137911103,0.9130029137911103,B,B
3441,3441,6882,6882,-3441,-3441,1,1,0.6309498004688745,0.6309498004688745,B,B
3443,3443,6886,6886,-3443,-3443,1,1,0.11230100591848902,0.11230100591848902,B,B
3446,3446,6892,6892,-3446,-3446,1,1,0.43387096658175106,0.43387096658175106,B,B
3447,3447,6894,6894,-3447,-3447,1,1,0.23328608174486276,0.23328608174486276,B,B
3448,3448,6896,6896,-3448,-3448,1,1,0.17619367765625804,0.17619367765625804,B,B
3449,3449,6898,6898,-3449,-3449,1,1,0.9532836771228452,0.9532836771228452,B,B
3451,3451,6902,6902,-3451,-3451,1,1,0.5310642706249497,0.5310642706249497,B,B
3452,3452,6904,6904,-3452,-3452,1,1,0.3079486980841407,0.3079486980841407,B,B
3455,3455,6910,6910,-3455,-3455,1,1,0.4801228264404711,0.4801228264404711,B,B
3456,3456,6912,6912,-3456,-3456,1,1,0.4614622175137081,0.4614622175137081,B,B
3458,3458,6916,6916,-3458,-3458,1,1,0.9657582748153548,0.9657582748153548,B,B
3459,3459,6918,6918,-3459,-3459,1,1,0.040649829323262665,0.040649829323262665,B,B
3460,3460,6920,6920,-3460,-3460,1,1,0.1260240492140433,0.1260240492140433,B,B
3462,3462,6924,6924,-3462,-3462,1,1,0.30694547942106964,0.30694547942106964,B,B
3463,3463,6926,6926,-3463,-3463,1,1,0.9600678821561606,0.9600678821561606,B,B
3465,3465,6930,6930,-3465,-3465,1,1,0.4718477937896328,0.4718477937896328,B,B
3467,3467,6934,6934,-3467,-3467,1,1,0.5339374954242522,0.5339374954242522,B,B
3468,3468,6936,6936,-3468,-3468,1,1,0.4809299737060424,0.4809299737060424,B,B
3470,3470,6940,6940,-3470,-3470,1,1,0.0019659752873639746,0.0019659752873639746,B,B
3471,3471,6942,6942,-3471,-3471,1,1,0.11145570031570773,0.11145570031570773,B,B
3472,3472,6944,6944,-3472,-3472,1,1,0.15156545966589607,0.15156545966589607,B,B
3473,3473,6946,6946,-3473,-3473,1,1,0.018828493743517583,0.018828493743517583,B,B
3475,3475,6950,6950,-3475,-3475,1,1,0.712034485261449,0.712034485261449,B,B
3477,3477,6954,6954,-3477,-3477,1,1,0.6215406093417128,0.6215406093417128,B,B
3478,3478,6956,6956,-3478,-3478,1,1,0.7024310485158437,0.7024310485158437,B,B
3479,3479,6958,6958,-3479,-3479,1,1,0.7995482451062171,0.7995482451062171,B,B
3480,3480,6960,6960,-3480,-3480,1,1,0.5212436206335592,0.5212436206335592,B,B
3481,3481,6962,6962,-3481,-3481,1,1,0.9459616268878812,0.9459616268878812,B,B
3483,3483,6966,6966,-3483,-3483,1,1,0.0005075270431896817,0.0005075270431896817,B,B
3484,3484,6968,6968,-3484,-3484,1,1,0.4758497753251484,0.4758497753251484,B,B
3486,3486,6972,6972,-3486,-3486,1,1,0.12409434121645646,0.12409434121645646,B,B
3487,3487,6974,6974,-3487,-3487,1,1,0.855370837435498,0.855370837435498,B,B
3488,3488,6976,6976,-3488,-3488,1,1,0.023270915181421326,0.023270915181421326,B,B
3489,3489,6978,6978,-3489,-3489,1,1,0.8022431075776492,0.8022431075776492,B,B
3490,3490,6980,6980,-3490,-3490,1,1,0.31820549040782853,0.31820549040782853,B,B
3492,3492,6984,6984,-3492,-3492,1,1,0.5775817516074838,0.5775817516074838,B,B
3494,3494,6988,6988,-3494,-3494,1,1,0.5453209683719277,0.5453209683719277,B,B
3496,3496,6992,6992,-3496,-3496,1,1,0.5217111660973238,0.5217111660973238,B,B
3497,3497,6994,6994,-3497,-3497,1,1,0.642072702162642,0.642072702162642,B,B
3498,3498,6996,6996,-3498,-3498,1,1,0.30336331950493134,0.30336331950493134,B,B
3499,3499,6998,6998,-3499,-3499,1,1,0.7876284767652983,0.7876284767652983,B,B
3500,3500,7000,7000,-3500,-3500,1,1,0.11609567128911003,0.11609567128911003,B,B
3501,3501,7002,7002,-3501,-3501,1,1,0.5535692359869752,0.5535692359869752,B,B
3503,3503,7006,7006,-3503,-3503,1,1,0.22343215926441562,0.22343215926441562,B,B
3506,3506,7012,7012,-3506,-3506,1,1,0.3432154729865047,0.3432154729865047,B,B
3507,3507,7014,7014,-3507,-3507,1,1,0.3354196738334697,0.3354196738334697,B,B
3508,3508,7016,7016,-3508,-3508,1,1,0.9147551844229224,0.9147551844229224,B,B
3514,3514,7028,7028,-3514,-3514,1,1,0.07958521031903643,0.07958521031903643,B,B
3515,3515,7030,7030,-3515,-3515,1,1,0.5479814494619952,0.5479814494619952,B,B
3516,3516,7032,7032,-3516,-3516,1,1,0.12364153055501403,0.12364153055501403,B,B
3517,3517,7034,7034,-3517,-3517,1,1,0.8933924058252142,0.8933924058252142,B,B
3518,3518,7036,7036,-3518,-3518,1,1,0.67018526532022,0.67018526532022,B,B
3520,3520,7040,7040,-3520,-3520,1,1,0.536029251438858,0.536029251438858,B,B
3523,3523,7046,7046,-3523,-3523,1,1,0.40294430571884754,0.40294430571884754,B,B
3525,3525,7050,7050,-3525,-3525,1,1,0.12317621658248779,0.12317621658248779,B,B
3528,3528,7056,7056,-3528,-3528,1,1,0.913612201909357,0.913612201909357,B,B
3530,3530,7060,7060,-3530,-3530,1,1,0.4110258744885972,0.4110258744885972,B,B
3531,3531,7062,7062,-3531,-3531,1,1,0.7703893993393346,0.7703893993393346,B,B
3533,3533,7066,7066,-3533,-3533,1,1,0.5147929882518844,0.5147929882518844,B,B
3535,3535,7070,7070,-3535,-3535,1,1,0.6820814319107834,0.6820814319107834,B,B
3536,3536,7072,7072,-3536,-3536,1,1,0.24327497678196797,0.24327497678196797,B,B
3537,3537,7074,7074,-3537,-3537,1,1,0.6993300238665905,0.6993300238665905,B,B
3540,3540,7080,7080,-3540,-3540,1,1,0.4034765958867824,0.4034765958867824,B,B
3541,3541,7082,7082,-3541,-3541,1,1,0.5070432068775794,0.5070432068775794,B,B
3542,3542,7084,7084,-3542,-3542,1,1,0.78281150914324,0.78281150914324,B,B
3543,3543,7086,7086,-3543,-3543,1,1,0.8212753072304442,0.8212753072304442,B,B
3544,3544,7088,7088,-3544,-3544,1,1,0.18327623516973357,0.18327623516973357,B,B
3545,3545,7090,7090,-3545,-3545,1,1,0.710046465152902,0.710046465152902,B,B
3546,3546,7092,7092,-3546,-3546,1,1,0.7709958679703123,0.7709958679703123,B,B
3548,3548,7096,7096,-3548,-3548,1,1,0.9870460073419941,0.9870460073419941,B,B
3549,3549,7098,7098,-3549,-3549,1,1,0.2174680438570078,0.2174680438570078,B,B
3550,3550,7100,7100,-3550,-3550,1,1,0.9830046572911753,0.9830046572911753,B,B
3551,3551,7102,7102,-3551,-3551,1,1,0.4662198803390789,0.4662198803390789,B,B
3552,3552,7104,7104,-3552,-3552,1,1,0.18924644668693769,0.18924644668693769,B,B
3553,3553,7106,7106,-3553,-3553,1,1,0.5498109789315482,0.5498109789315482,B,B
3555,3555,7110,7110,-3555,-3555,1,1,0.19586405403048068,0.19586405403048068,B,B
3556,3556,7112,7112,-3556,-3556,1,1,0.002529165267275202,0.002529165267275202,B,B
3557,3557,7114,7114,-3557,-3557,1,1,0.2100992401900732,0.2100992401900732,B,B
3558,3558,7116,7116,-3558,-3558,1,1,0.3716868139088606,0.3716868139088606,B,B
3559,3559,7118,7118,-3559,-3559,1,1,0.3220221118775788,0.3220221118775788,B,B
3560,3560,7120,7120,-3560,-3560,1,1,0.07331151951728454,0.07331151951728454,B,B
3561,3561,7122,7122,-3561,-3561,1,1,0.8063307602899517,0.8063307602899517,B,B
3562,3562,7124,7124,-3562,-3562,1,1,0.6463417342976022,0.6463417342976022,B,B
3563,3563,7126,7126,-3563,-3563,1,1,0.78339873874617,0.78339873874617,B,B
3564,3564,7128,7128,-3564,-3564,1,1,0.35284794485475224,0.35284794485475224,B,B
3565,3565,7130,7130,-3565,-3565,1,1,0.9002549867505638,0.9002549867505638,B,B
3566,3566,7132,7132,-3566,-3566,1,1,0.5964592609976335,0.5964592609976335,B,B
3568,3568,7136,7136,-3568,-3568,1,1,0.35431249336881143,0.35431249336881143,B,B
3569,3569,7138,7138,-3569,-3569,1,1,0.4251703909835546,0.4251703909835546,B,B
3570,3570,7140,7140,-3570,-3570,1,1,0.02044152599560156,0.02044152599560156,B,B
3571,3571,7142,7142,-3571,-3571,1,1,0.9797103805659112,0.9797103805659112,B,B
3572,3572,7144,7144,-3572,-3572,1,1,0.690413904251382,0.690413904251382,B,B
3573,3573,7146,7146,-3573,-3573,1,1,0.39501047763692343,0.39501047763692343,B,B
3576,3576,7152,7152,-3576,-3576,1,1,0.554910214778003,0.554910214778003,B,B
3577,3577,7154,7154,-3577,-3577,1,1,0.845680030200106,0.845680030200106,B,B
3578,3578,7156,7156,-3578,-3578,1,1,0.2413684899831099,0.2413684899831099,B,B
3579,3579,7158,7158,-3579,-3579,1,1,0.8045176628306352,0.8045176628306352,B,B
3580,3580,7160,7160,-3580,-3580,1,1,0.10835546896892856,0.10835546896892856,B,B
3581,3581,7162,7162,-3581,-3581,1,1,0.3888128431017386,0.3888128431017386,B,B
3582,3582,7164,7164,-3582,-3582,1,1,0.9034537280202495,0.9034537280202495,B,B
3583,3583,7166,7166,-3583,-3583,1,1,0.1435174881307153,0.1435174881307153,B,B
3584,3584,7168,7168,-3584,-3584,1,1,0.7710036453666146,0.7710036453666146,B,B
3585,3585,7170,7170,-3585,-3585,1,1,0.31426310034680593,0.31426310034680593,B,B
3586,3586,7172,7172,-3586,-3586,1,1,0.9855323818227383,0.9855323818227383,B,B
3588,3588,7176,7176,-3588,-3588,1,1,0.2403099320328519,0.2403099320328519,B,B
3589,3589,7178,7178,-3589,-3589,1,1,0.9830353978730527,0.9830353978730527,B,B
3590,3590,7180,7180,-3590,-3590,1,1,0.26160459694136984,0.26160459694136984,B,B
3591,3591,7182,7182,-3591,-3591,1,1,0.24464336477117488,0.24464336477117488,B,B
3592,3592,7184,7184,-3592,-3592,1,1,0.0599231994853513,0.0599231994853513,B,B
3593,3593,7186,7186,-3593,-3593,1,1,0.7991685988981809,0.7991685988981809,B,B
3594,3594,7188,7188,-3594,-3594,1,1,0.49578492904074867,0.49578492904074867,B,B
3596,3596,7192,7192,-3596,-3596,1,1,0.014389640179060526,0.014389640179060526,B,B
3597,3597,7194,7194,-3597,-3597,1,1,0.2644269478978587,0.2644269478978587,B,B
3598,3598,7196,7196,-3598,-3598,1,1,0.03181528154603985,0.03181528154603985,B,B
3599,3599,7198,7198,-3599,-3599,1,1,0.2650379680144196,0.2650379680144196,B,B
3600,3600,7200,7200,-3600,-3600,1,1,0.173373066896513,0.173373066896513,B,B
3601,3601,7202,7202,-3601,-3601,1,1,0.9175049151452057,0.9175049151452057,B,B
3602,3602,7204,7204,-3602,-3602,1,1,0.3241267018923065,0.3241267018923065,B,B
3603,3603,7206,7206,-3603,-3603,1,1,0.8289277991233923,0.8289277991233923,B,B
3604,3604,7208,7208,-3604,-3604,1,1,0.8375546863873622,0.8375546863873622,B,B
3605,3605,7210,7210,-3605,-3605,1,1,0.363530679135487,0.363530679135487,B,B
3607,3607,7214,7214,-3607,-3607,1,1,0.5858549336183946,0.5858549336183946,B,B
3609,3609,7218,7218,-3609,-3609,1,1,0.9293742485904523,0.9293742485904523,B,B
3611,3611,7222,7222,-3611,-3611,1,1,0.19886712796196748,0.19886712796196748,B,B
3612,3612,7224,7224,-3612,-3612,1,1,0.06213117677458502,0.06213117677458502,B,B
3613,3613,7226,7226,-3613,-3613,1,1,0.21641186185909667,0.21641186185909667,B,B
3615,3615,7230,7230,-3615,-3615,1,1,0.25238339218616856,0.25238339218616856,B,B
3617,3617,7234,7234,-3617,-3617,1,1,0.29642720933149347,0.29642720933149347,B,B
3620,3620,7240,7240,-3620,-3620,1,1,0.15039734140742644,0.15039734140742644,B,B
3621,3621,7242,7242,-3621,-3621,1,1,0.528157293110892,0.528157293110892,B,B
3622,3622,7244,7244,-3622,-3622,1,1,0.8912579224013062,0.8912579224013062,B,B
3624,3624,7248,7248,-3624,-3624,1,1,0.5778866371972962,0.5778866371972962,B,B
3625,3625,7250,7250,-3625,-3625,1,1,0.9765629045336427,0.9765629045336427,B,B
3626,3626,7252,7252,-3626,-3626,1,1,0.14199819244215162,0.14199819244215162,B,B
3627,3627,7254,7254,-3627,-3627,1,1,0.4388111247751102,0.4388111247751102,B,B
3628,3628,7256,7256,-3628,-3628,1,1,0.1644124653637875,0.1644124653637875,B,B
3630,3630,7260,7260,-3630,-3630,1,1,0.4114506993519633,0.4114506993519633,B,B
3632,3632,7264,7264,-3632,-3632,1,1,0.043219422676595176,0.043219422676595176,B,B
3635,3635,7270,7270,-3635,-3635,1,1,0.47872556462737825,0.47872556462737825,B,B
3636,3636,7272,7272,-3636,-3636,1,1,0.148714992154112,0.148714992154112,B,B
3639,3639,7278,7278,-3639,-3639,1,1,0.3654442074053824,0.3654442074053824,B,B
3641,3641,7282,7282,-3641,-3641,1,1,0.7105949455883345,0.7105949455883345,B,B
3642,3642,7284,7284,-3642,-3642,1,1,0.2105552866437279,0.2105552866437279,B,B
3644,3644,7288,7288,-3644,-3644,1,1,0.16614964134389243,0.16614964134389243,B,B
3645,3645,7290,7290,-3645,-3645,1,1,0.9597604489375107,0.9597604489375107,B,B
3647,3647,7294,7294,-3647,-3647,1,1,0.26689292790800856,0.26689292790800856,B,B
3648,3648,7296,7296,-3648,-3648,1,1,0.16184846533629693,0.16184846533629693,B,B
3650,3650,7300,7300,-3650,-3650,1,1,0.029628079132582807,0.029628079132582807,B,B
3651,3651,7302,7302,-3651,-3651,1,1,0.4932096523923839,0.4932096523923839,B,B
3653,3653,7306,7306,-3653,-3653,1,1,0.7270798710457567,0.7270798710457567,B,B
3654,3654,7308,7308,-3654,-3654,1,1,0.37986536736005505,0.37986536736005505,B,B
3655,3655,7310,7310,-3655,-3655,1,1,0.7873141104677603,0.7873141104677603,B,B
3661,3661,7322,7322,-3661,-3661,1,1,0.34237290625322214,0.34237290625322214,B,B
3662,3662,7324,7324,-3662,-3662,1,1,0.26757714541388344,0.26757714541388344,B,B
3663,3663,7326,7326,-3663,-3663,1,1,0.8838608308923307,0.8838608308923307,B,B
3664,3664,7328,7328,-3664,-3664,1,1,0.3646300201159304,0.3646300201159304,B,B
3665,3665,7330,7330,-3665,-3665,1,1,0.6540776237746807,0.6540776237746807,B,B
3666,3666,7332,7332,-3666,-3666,1,1,0.6168289435759042,0.6168289435759042,B,B
3667,3667,7334,7334,-3667,-3667,1,1,0.7464202462177183,0.7464202462177183,B,B
3668,3668,7336,7336,-3668,-3668,1,1,0.6147064552945826,0.6147064552945826,B,B
3670,3670,7340,7340,-3670,-3670,1,1,0.4843748722958582,0.4843748722958582,B,B
3671,3671,7342,7342,-3671,-3671,1,1,0.3198016459114216,0.3198016459114216,B,B
3672,3672,7344,7344,-3672,-3672,1,1,0.5886311623601728,0.5886311623601728,B,B
3673,3673,7346,7346,-3673,-3673,1,1,0.9933929227339927,0.9933929227339927,B,B
