Feature A (i)	Feature A (i)-noFeature_B_(2i)	Feature B (2i)	Feature B (2i)-noFeature_B_(2i)	Feature C (-i)	Feature C (-i)-noFeature_B_(2i)	Constant Feature	Constant Feature-noFeature_B_(2i)	Random Feature	Random Feature-noFeature_B_(2i)	Outcome	Outcome-noFeature_B_(2i)
5347	3038	10694	9574	-5347	-3038	1	1	0.6753754663034105	0.6865687000926515	B	B
5348	3038	10696	9574	-5348	-3038	1	1	0.600787432682414	0.5970130310756897	B	B
5350	3038	10700	9574	-5350	-3038	1	1	0.9763244885979361	0.9708335991200716	B	B
5351	3038	10702	9574	-5351	-3038	1	1	0.5018626793170837	0.5184576116122209	B	B
5353	3043	10706	9574	-5353	-3044	1	1	0.6687989100321617	0.6865687000926515	B	B
5355	3043	10710	9574	-5355	-3044	1	1	0.4631830846892987	0.4863973973956013	B	B
5357	3043	10714	9574	-5357	-3044	1	1	0.486203470719474	0.5184576116122209	B	B
5358	3049	10716	9574	-5358	-3050	1	1	0.24973827059032694	0.29312155847436416	B	B
5359	3049	10718	9574	-5359	-3050	1	1	0.5057929310816888	0.5287072142744291	B	B
5360	3049	10720	9574	-5360	-3050	1	1	0.19579394430057417	0.23139716590926385	B	B
5362	3049	10724	9574	-5362	-3050	1	1	0.93135421350243	0.9155804834289545	B	B
5363	3049	10726	9574	-5363	-3050	1	1	0.06471629867701789	0.06575410935862658	B	B
5364	3055	10728	9574	-5364	-3056	1	1	0.8439807944380313	0.836604570279811	B	B
5367	3055	10734	9574	-5367	-3056	1	1	0.5452782769437312	0.5603876811308924	B	B
5368	3055	10736	9574	-5368	-3056	1	1	0.2601526216567486	0.30887378737929305	B	B
5369	3055	10738	9574	-5369	-3056	1	1	0.2498416107564263	0.30887378737929305	B	B
5370	3061	10740	9574	-5370	-3062	1	1	0.9108926017949189	0.9155804834289545	B	B
5372	3061	10744	9574	-5372	-3062	1	1	0.16120366818909626	0.17573684250755928	B	B
5374	3061	10748	9574	-5374	-3062	1	1	0.5648598793001979	0.5738128596868537	B	B
5375	3061	10750	9574	-5375	-3062	1	1	0.8586645145115397	0.8483288367488273	B	B
5376	3067	10752	9574	-5376	-3067	1	1	0.9408659622418746	0.9358892092224953	B	B
5377	3067	10754	9574	-5377	-3067	1	1	0.6677737194056045	0.6865687000926515	B	B
5378	3067	10756	9574	-5378	-3067	1	1	0.5704144763133351	0.5738128596868537	B	B
5379	3067	10758	9574	-5379	-3067	1	1	0.405562271310831	0.45443658440763757	B	B
5380	3067	10760	9574	-5380	-3067	1	1	0.20538534576324674	0.2556376638625464	B	B
5381	3072	10762	9574	-5381	-3073	1	1	0.45892495420304047	0.4863973973956013	B	B
5382	3072	10764	9574	-5382	-3073	1	1	0.018721979969131608	0.009431753548861166	B	B
5383	3072	10766	9574	-5383	-3073	1	1	0.12373358693971659	0.11766008071769851	B	B
5385	3072	10770	9574	-5385	-3073	1	1	0.9268382147623735	0.9155804834289545	B	B
5386	3072	10772	9574	-5386	-3073	1	1	0.13535015514548676	0.14001508031831478	B	B
5388	3078	10776	9574	-5388	-3079	1	1	0.03455060986737557	0.046636926221635844	B	B
5391	3078	10782	9574	-5391	-3079	1	1	0.18655377937203754	0.20479149534265284	B	B
5392	3078	10784	9574	-5392	-3079	1	1	0.1792654166346218	0.18991284810616926	B	B
5393	3084	10786	9574	-5393	-3085	1	1	0.18570870554930918	0.20479149534265284	B	B
5395	3084	10790	9574	-5395	-3085	1	1	0.8651941154180883	0.8483288367488273	B	B
5396	3084	10792	9574	-5396	-3085	1	1	0.11077492771857467	0.11766008071769851	B	B
5398	3084	10796	9574	-5398	-3085	1	1	0.23434018789851407	0.2705870793149804	B	B
5399	3090	10798	9574	-5399	-3091	1	1	0.4271252023242865	0.4686479736942557	B	B
5400	3090	10800	9574	-5400	-3091	1	1	0.7329991614508937	0.74048802736636	B	B
5401	3090	10802	9574	-5401	-3091	1	1	0.5415866145968812	0.5603876811308924	B	B
5402	3090	10804	9574	-5402	-3091	1	1	0.07082259288285797	0.08139052448728146	B	B
5404	3090	10808	9574	-5404	-3091	1	1	0.20343725306285776	0.23139716590926385	B	B
5406	3096	10812	9574	-5406	-3096	1	1	0.5995654404119927	0.5970130310756897	B	B
5407	3096	10814	9574	-5407	-3096	1	1	0.25574910382986593	0.30887378737929305	B	B
5408	3096	10816	9574	-5408	-3096	1	1	0.21686618591472684	0.2556376638625464	B	B
5412	3101	10824	9574	-5412	-3102	1	1	0.5823866062003817	0.5738128596868537	B	B
5413	3101	10826	9574	-5413	-3102	1	1	0.810117897686087	0.81093086149687	B	B
5414	3101	10828	9574	-5414	-3102	1	1	0.06305199019899876	0.06575410935862658	B	B
5415	3101	10830	9574	-5415	-3102	1	1	0.558303857340576	0.5603876811308924	B	B
5416	3107	10832	9574	-5416	-3108	1	1	0.5016941681255025	0.5184576116122209	B	B
5417	3107	10834	9574	-5417	-3108	1	1	0.1777807019990415	0.18991284810616926	B	B
5418	3107	10836	9574	-5418	-3108	1	1	0.4680655388643973	0.4863973973956013	B	B
5419	3107	10838	9574	-5419	-3108	1	1	0.9492316050327129	0.9358892092224953	B	B
5420	3107	10840	9574	-5420	-3108	1	1	0.9799064413882105	0.9708335991200716	B	B
5423	3113	10846	9574	-5423	-3114	1	1	0.1830490079109368	0.20479149534265284	B	B
5425	3113	10850	9574	-5425	-3114	1	1	0.40196612216254246	0.45443658440763757	B	B
5428	3119	10856	9574	-5428	-3120	1	1	0.40220579996383077	0.45443658440763757	B	B
5429	3119	10858	9574	-5429	-3120	1	1	0.41196324037212395	0.4686479736942557	B	B
5430	3119	10860	9574	-5430	-3120	1	1	0.18147822224211352	0.18991284810616926	B	B
5431	3119	10862	9574	-5431	-3120	1	1	0.723115662917478	0.7248533491587095	B	B
5432	3119	10864	9574	-5432	-3120	1	1	0.5950184163124067	0.5970130310756897	B	B
5434	3125	10868	9574	-5434	-3125	1	1	0.940938327787818	0.9358892092224953	B	B
5435	3125	10870	9574	-5435	-3125	1	1	0.7386822279745531	0.74048802736636	B	B
5439	3130	10878	9574	-5439	-3131	1	1	0.7845031976548107	0.7752105467541478	B	B
5440	3130	10880	9574	-5440	-3131	1	1	0.6336786297095736	0.6403485791625139	B	B
5442	3130	10884	9574	-5442	-3131	1	1	0.7581486767501735	0.7650504588350444	B	B
5443	3130	10886	9574	-5443	-3131	1	1	0.13997911430294274	0.14001508031831478	B	B
5444	3130	10888	9574	-5444	-3131	1	1	0.8779641962578771	0.8659373859054671	B	B
5445	3136	10890	9574	-5445	-3137	1	1	0.14844444888801678	0.1556084896784825	B	B
5447	3136	10894	9574	-5447	-3137	1	1	0.5357483123362511	0.5437811418999469	B	B
5449	3136	10898	9574	-5449	-3137	1	1	0.19289117551599788	0.2200783515824032	B	B
5450	3136	10900	9574	-5450	-3137	1	1	0.19326101448154875	0.2200783515824032	B	B
5451	3142	10902	9574	-5451	-3143	1	1	0.23965308186956713	0.29312155847436416	B	B
5452	3142	10904	9574	-5452	-3143	1	1	0.7313863414543236	0.74048802736636	B	B
5454	3142	10908	9574	-5454	-3143	1	1	0.5061048425563938	0.5287072142744291	B	B
5455	3142	10910	9574	-5455	-3143	1	1	0.9041591581947559	0.8844562399641169	B	B
5456	3142	10912	9574	-5456	-3143	1	1	0.33162893288959183	0.36326959483172827	B	B
5457	3148	10914	9574	-5457	-3148	1	1	0.3700526833215747	0.3838453928986345	B	B
5458	3148	10916	9574	-5458	-3148	1	1	0.4699649030897072	0.5057843245177359	B	B
5459	3148	10918	9574	-5459	-3148	1	1	0.007789997983835062	0.009431753548861166	B	B
5462	3153	10924	9574	-5462	-3154	1	1	0.7602959417246893	0.7650504588350444	B	B
5464	3153	10928	9574	-5464	-3154	1	1	0.2299456053081722	0.2705870793149804	B	B
5465	3153	10930	9574	-5465	-3154	1	1	0.39374854899515155	0.41436990175995514	B	B
5466	3153	10932	9574	-5466	-3154	1	1	0.06556501829373995	0.08139052448728146	B	B
5467	3153	10934	9574	-5467	-3154	1	1	0.27159918253018733	0.33085674641798635	B	B
5469	3159	10938	9574	-5469	-3160	1	1	0.5098228515954835	0.5287072142744291	B	B
5470	3159	10940	9574	-5470	-3160	1	1	0.526407683572576	0.5437811418999469	B	B
5471	3159	10942	9574	-5471	-3160	1	1	0.37932594841000944	0.3994271172644791	B	B
5472	3159	10944	9574	-5472	-3160	1	1	0.7508320371153462	0.74048802736636	B	B
5473	3159	10946	9574	-5473	-3160	1	1	0.3407078553220654	0.3838453928986345	B	B
5474	3165	10948	9574	-5474	-3166	1	1	0.7742158751645968	0.7752105467541478	B	B
5476	3165	10952	9574	-5476	-3166	1	1	0.9405719699361824	0.9358892092224953	B	B
5478	3165	10956	9574	-5478	-3166	1	1	0.3831931198097118	0.3994271172644791	B	B
5479	3165	10958	9574	-5479	-3166	1	1	0.6730146873847402	0.6865687000926515	B	B
5480	3171	10960	9574	-5480	-3172	1	1	0.074217397833242	0.09584927697217083	B	B
5481	3171	10962	9574	-5481	-3172	1	1	0.46618200968861967	0.4863973973956013	B	B
5482	3171	10964	9574	-5482	-3172	1	1	0.5173332164683112	0.5437811418999469	B	B
5485	3171	10970	9574	-5485	-3172	1	1	0.8563250549015817	0.836604570279811	B	B
5486	3177	10972	9574	-5486	-3177	1	1	0.10623406231172305	0.11766008071769851	B	B
5487	3177	10974	9574	-5487	-3177	1	1	0.8695280045231318	0.8659373859054671	B	B
5488	3177	10976	9574	-5488	-3177	1	1	0.07485516309930662	0.09584927697217083	B	B
5489	3177	10978	9574	-5489	-3177	1	1	0.7154946813433717	0.7248533491587095	B	B
5491	3182	10982	9574	-5491	-3183	1	1	0.6391798774038199	0.6567225731105883	B	B
5492	3182	10984	9574	-5492	-3183	1	1	0.7038916533661504	0.7248533491587095	B	B
5494	3182	10988	9574	-5494	-3183	1	1	0.3485884069485735	0.3838453928986345	B	B
5495	3182	10990	9574	-5495	-3183	1	1	0.6813879803491822	0.7124266951977283	B	B
5496	3182	10992	9574	-5496	-3183	1	1	0.3183845136301866	0.34394625120281785	B	B
5497	3188	10994	9574	-5497	-3189	1	1	0.36363275345615553	0.3838453928986345	B	B
5498	3188	10996	9574	-5498	-3189	1	1	0.6404361541492124	0.6567225731105883	B	B
5499	3188	10998	9574	-5499	-3189	1	1	0.5526629427965694	0.5603876811308924	B	B
5501	3188	11002	9574	-5501	-3189	1	1	0.14452504521485732	0.1556084896784825	B	B
5503	3194	11006	9574	-5503	-3195	1	1	0.11647260538675697	0.11766008071769851	B	B
5505	3194	11010	9574	-5505	-3195	1	1	0.20964834673752808	0.2556376638625464	B	B
5506	3194	11012	9574	-5506	-3195	1	1	0.06980888145496944	0.08139052448728146	B	B
5508	3194	11016	9574	-5508	-3195	1	1	0.383567722732034	0.41436990175995514	B	B
5509	3200	11018	9574	-5509	-3201	1	1	0.6268110157106588	0.6403485791625139	B	B
5510	3200	11020	9574	-5510	-3201	1	1	0.9391206883259731	0.9358892092224953	B	B
5511	3200	11022	9574	-5511	-3201	1	1	0.16270661197145353	0.17573684250755928	B	B
5512	3200	11024	9574	-5512	-3201	1	1	0.4089194998309391	0.45443658440763757	B	B
5513	3200	11026	9574	-5513	-3201	1	1	0.847913665398959	0.836604570279811	B	B
5515	3206	11030	9574	-5515	-3206	1	1	0.8683105848692048	0.8659373859054671	B	B
5516	3206	11032	9574	-5516	-3206	1	1	0.39725771214236993	0.43084017934406293	B	B
5519	3206	11038	9574	-5519	-3206	1	1	0.9883891929670434	0.9867277963524416	B	B
5522	3211	11044	9574	-5522	-3212	1	1	0.7709332606202701	0.7650504588350444	B	B
5524	3211	11048	9574	-5524	-3212	1	1	0.3744141594704604	0.3994271172644791	B	B
5525	3211	11050	9574	-5525	-3212	1	1	0.16059696852405736	0.17573684250755928	B	B
5526	3217	11052	9574	-5526	-3218	1	1	0.6526871900283732	0.6676345312549455	B	B
5527	3217	11054	9574	-5527	-3218	1	1	0.04908180716512145	0.046636926221635844	B	B
5528	3217	11056	9574	-5528	-3218	1	1	0.9984503862626004	0.9867277963524416	B	B
5529	3217	11058	9574	-5529	-3218	1	1	0.9852853574363	0.9867277963524416	B	B
5530	3217	11060	9574	-5530	-3218	1	1	0.32589736418036297	0.34394625120281785	B	B
5531	3217	11062	9574	-5531	-3218	1	1	0.47321742612812223	0.5057843245177359	B	B
5532	3223	11064	9574	-5532	-3224	1	1	0.03602909239739038	0.046636926221635844	B	B
5533	3223	11066	9574	-5533	-3224	1	1	0.8825175051243881	0.8844562399641169	B	B
5534	3223	11068	9574	-5534	-3224	1	1	0.14555430420893978	0.1556084896784825	B	B
5539	3229	11078	9574	-5539	-3230	1	1	0.07861287924247784	0.09584927697217083	B	B
5540	3229	11080	9574	-5540	-3230	1	1	0.4070363664468485	0.45443658440763757	B	B
5541	3229	11082	9574	-5541	-3230	1	1	0.5906955365914462	0.5970130310756897	B	B
5542	3229	11084	9574	-5542	-3230	1	1	0.023366895464636994	0.02540337192260267	B	B
5543	3229	11086	9574	-5543	-3230	1	1	0.7904777172480826	0.7978402972390728	B	B
5546	3235	11092	9574	-5546	-3235	1	1	0.5101657825199177	0.5437811418999469	B	B
5547	3235	11094	9574	-5547	-3235	1	1	0.6716955913969231	0.6865687000926515	B	B
5548	3235	11096	9574	-5548	-3235	1	1	0.7847729036868485	0.7978402972390728	B	B
5550	3240	11100	9574	-5550	-3241	1	1	0.726991365323171	0.7248533491587095	B	B
5553	3240	11106	9574	-5553	-3241	1	1	0.622524380604237	0.6403485791625139	B	B
5555	3246	11110	9574	-5555	-3247	1	1	0.20442423338918292	0.23139716590926385	B	B
5556	3246	11112	9574	-5556	-3247	1	1	0.5608514676097559	0.5603876811308924	B	B
5557	3246	11114	9574	-5557	-3247	1	1	0.49018978608025243	0.5184576116122209	B	B
5559	3246	11118	9574	-5559	-3247	1	1	0.19972285475400853	0.23139716590926385	B	B
5560	3246	11120	9574	-5560	-3247	1	1	0.8040594269329853	0.81093086149687	B	B
5561	3252	11122	9574	-5561	-3253	1	1	0.5485847044460538	0.5603876811308924	B	B
5562	3252	11124	9574	-5562	-3253	1	1	0.804910295899721	0.81093086149687	B	B
5564	3252	11128	9574	-5564	-3253	1	1	0.012161207145946706	0.009431753548861166	B	B
5565	3252	11130	9574	-5565	-3253	1	1	0.9503527763442527	0.9556519694980462	B	B
5566	3252	11132	9574	-5566	-3253	1	1	0.4018753525135067	0.45443658440763757	B	B
5568	3258	11136	9574	-5568	-3258	1	1	0.26139252317341943	0.33085674641798635	B	B
5571	3258	11142	9574	-5571	-3258	1	1	0.02234973872512802	0.02540337192260267	B	B
5573	3263	11146	9574	-5573	-3264	1	1	0.23884972301459972	0.29312155847436416	B	B
5574	3263	11148	9574	-5574	-3264	1	1	0.22800265724705626	0.2705870793149804	B	B
5576	3263	11152	9574	-5576	-3264	1	1	0.1583863003086664	0.17573684250755928	B	B
5578	3269	11156	9574	-5578	-3270	1	1	0.7849304605779454	0.7978402972390728	B	B
5580	3269	11160	9574	-5580	-3270	1	1	0.3234358213554045	0.34394625120281785	B	B
5581	3269	11162	9574	-5581	-3270	1	1	0.3125994902181488	0.34394625120281785	B	B
5582	3269	11164	9574	-5582	-3270	1	1	0.9706893444837098	0.9708335991200716	B	B
5583	3269	11166	9574	-5583	-3270	1	1	0.17721871141737677	0.18991284810616926	B	B
5584	3275	11168	9574	-5584	-3276	1	1	0.18333629085184655	0.20479149534265284	B	B
5587	3275	11174	9574	-5587	-3276	1	1	0.9055897095248975	0.897897211542344	B	B
5589	3275	11178	9574	-5589	-3276	1	1	0.07765995180214369	0.09584927697217083	B	B
5590	3281	11180	9574	-5590	-3282	1	1	0.02898635187635057	0.02540337192260267	B	B
5593	3281	11186	9574	-5593	-3282	1	1	0.9228117247170342	0.9155804834289545	B	B
5594	3281	11188	9574	-5594	-3282	1	1	0.2613144641661266	0.33085674641798635	B	B
5595	3281	11190	9574	-5595	-3282	1	1	0.6437001100543567	0.6567225731105883	B	B
5597	3287	11194	9574	-5597	-3287	1	1	0.873486962483942	0.8659373859054671	B	B
5598	3287	11196	9574	-5598	-3287	1	1	0.1509738047975565	0.1556084896784825	B	B
5599	3287	11198	9574	-5599	-3287	1	1	0.057801060820908856	0.06575410935862658	B	B
5601	3292	11202	9574	-5601	-3293	1	1	0.5050477579570738	0.5287072142744291	B	B
5604	3292	11208	9574	-5604	-3293	1	1	0.16163068604673614	0.17573684250755928	B	B
5605	3292	11210	9574	-5605	-3293	1	1	0.6567709630276142	0.6676345312549455	B	B
5607	3298	11214	9574	-5607	-3299	1	1	0.4423043545614215	0.4686479736942557	B	B
5608	3298	11216	9574	-5608	-3299	1	1	0.20831076574240104	0.2556376638625464	B	B
5610	3298	11220	9574	-5610	-3299	1	1	0.08211739529051842	0.09584927697217083	B	B
5612	3298	11224	9574	-5612	-3299	1	1	0.2249312497704633	0.2705870793149804	B	B
5613	2974	11226	9574	-5613	-2975	1	1	0.16236688450940984	0.1556084896784825	B	B
5615	2974	11230	9574	-5615	-2975	1	1	0.9444007862493681	0.9358892092224953	B	B
5616	2974	11232	9574	-5616	-2975	1	1	0.36443545562816204	0.34394625120281785	B	B
5617	2974	11234	9574	-5617	-2975	1	1	0.4708955027874768	0.45443658440763757	B	B
5619	2980	11238	9574	-5619	-2981	1	1	0.7241311570678887	0.74048802736636	B	B
5620	2980	11240	9574	-5620	-2981	1	1	0.7247398860681749	0.74048802736636	B	B
5622	2980	11244	9574	-5622	-2981	1	1	0.773548830472625	0.7650504588350444	B	B
5623	2980	11246	9574	-5623	-2981	1	1	0.8159103618108945	0.81093086149687	B	B
5624	2980	11248	9574	-5624	-2981	1	1	0.6647546932676328	0.6676345312549455	B	B
5625	2986	11250	9574	-5625	-2986	1	1	0.3924231096676768	0.3838453928986345	B	B
5626	2986	11252	9574	-5626	-2986	1	1	0.48293472895111245	0.4863973973956013	B	B
5627	2986	11254	9574	-5627	-2986	1	1	0.5057843245177359	0.5057843245177359	B	B
5628	2986	11256	9574	-5628	-2986	1	1	0.8002812918370705	0.81093086149687	B	B
5631	2991	11262	9574	-5631	-2992	1	1	0.8597430367413958	0.8483288367488273	B	B
5633	2991	11266	9574	-5633	-2992	1	1	0.21376771221663016	0.20479149534265284	B	B
5634	2991	11268	9574	-5634	-2992	1	1	0.985559536882449	0.9867277963524416	B	B
5635	2991	11270	9574	-5635	-2992	1	1	0.15899018413246502	0.1556084896784825	B	B
5636	2997	11272	9574	-5636	-2998	1	1	0.5146396959894008	0.5184576116122209	B	B
5637	2997	11274	9574	-5637	-2998	1	1	0.6260746924659901	0.6403485791625139	B	B
5639	2997	11278	9574	-5639	-2998	1	1	0.8321375794534073	0.836604570279811	B	B
5640	2997	11280	9574	-5640	-2998	1	1	0.5278269451101584	0.5287072142744291	B	B
5641	2997	11282	9574	-5641	-2998	1	1	0.5287072142744291	0.5287072142744291	B	B
5643	3003	11286	9574	-5643	-3004	1	1	0.13100644550525264	0.11766008071769851	B	B
5644	3003	11288	9574	-5644	-3004	1	1	0.2020026688391766	0.18991284810616926	B	B
5646	3003	11292	9574	-5646	-3004	1	1	0.6933657538495233	0.6865687000926515	B	B
5649	3009	11298	9574	-5649	-3010	1	1	0.8873191789064558	0.8844562399641169	B	B
5650	3009	11300	9574	-5650	-3010	1	1	0.26633891016437694	0.2705870793149804	B	B
5652	3009	11304	9574	-5652	-3010	1	1	0.9419512616084187	0.9358892092224953	B	B
5653	3009	11306	9574	-5653	-3010	1	1	0.10897111596304454	0.09584927697217083	B	B
5654	3015	11308	9574	-5654	-3015	1	1	0.3845785472692975	0.36326959483172827	B	B
5655	3015	11310	9574	-5655	-3015	1	1	0.7851201772822821	0.7752105467541478	B	B
5657	3015	11314	9574	-5657	-3015	1	1	0.8777173150083604	0.8659373859054671	B	B
5658	3015	11316	9574	-5658	-3015	1	1	0.40133523925281855	0.3994271172644791	B	B
5659	3020	11318	9574	-5659	-3021	1	1	0.26739924580207775	0.2705870793149804	B	B
5660	3020	11320	9574	-5660	-3021	1	1	0.7121080584466735	0.7248533491587095	B	B
5661	3020	11322	9574	-5661	-3021	1	1	0.9485266033772014	0.9358892092224953	B	B
5662	3020	11324	9574	-5662	-3021	1	1	0.915516346334373	0.897897211542344	B	B
5663	3020	11326	9574	-5663	-3021	1	1	0.31713106690846626	0.30887378737929305	B	B
5665	3026	11330	9574	-5665	-3027	1	1	0.8302279963974956	0.836604570279811	B	B
5668	3026	11336	9574	-5668	-3027	1	1	0.3471735733311968	0.33085674641798635	B	B
5670	3026	11340	9574	-5670	-3027	1	1	0.009448725438946592	0.009431753548861166	B	B
5673	3032	11346	9574	-5673	-3033	1	1	0.5602489039074353	0.5603876811308924	B	B
5674	3032	11348	9574	-5674	-3033	1	1	0.031159098141547714	0.046636926221635844	B	B
5678	3038	11356	9574	-5678	-3038	1	1	0.943457775520382	0.9358892092224953	B	B
5679	3038	11358	9574	-5679	-3038	1	1	0.07099157703182302	0.06575410935862658	B	B
5680	3038	11360	9574	-5680	-3038	1	1	0.5700773020772851	0.5738128596868537	B	B
5681	3038	11362	9574	-5681	-3038	1	1	0.6114561267128068	0.6185616736968093	B	B
5683	3043	11366	9574	-5683	-3044	1	1	0.31278858825720945	0.30887378737929305	B	B
5684	3043	11368	9574	-5684	-3044	1	1	0.6494821536086299	0.6567225731105883	B	B
5685	3043	11370	9574	-5685	-3044	1	1	0.8173960255958324	0.836604570279811	B	B
5686	3043	11372	9574	-5686	-3044	1	1	0.6306634493718973	0.6403485791625139	B	B
5687	3043	11374	9574	-5687	-3044	1	1	0.15675389422741803	0.14001508031831478	B	B
5688	3049	11376	9574	-5688	-3050	1	1	0.2218253320985355	0.2200783515824032	B	B
5690	3049	11380	9574	-5690	-3050	1	1	0.19026431618468376	0.1556084896784825	B	B
5691	3049	11382	9574	-5691	-3050	1	1	0.6660383434397551	0.6676345312549455	B	B
5692	3049	11384	9574	-5692	-3050	1	1	0.5184576116122209	0.5184576116122209	B	B
5694	3055	11388	9574	-5694	-3056	1	1	0.29395187068427486	0.29312155847436416	B	B
5695	3055	11390	9574	-5695	-3056	1	1	0.5845398222942767	0.5970130310756897	B	B
5697	3055	11394	9574	-5697	-3056	1	1	0.5822369299462663	0.5970130310756897	B	B
5698	3055	11396	9574	-5698	-3056	1	1	0.3666555051252821	0.34394625120281785	B	B
5700	3061	11400	9574	-5700	-3062	1	1	0.6966207014268987	0.7124266951977283	B	B
5701	3061	11402	9574	-5701	-3062	1	1	0.2556376638625464	0.2556376638625464	B	B
5702	3061	11404	9574	-5702	-3062	1	1	0.6446208923303385	0.6403485791625139	B	B
5703	3061	11406	9574	-5703	-3062	1	1	0.2568177456596695	0.2556376638625464	B	B
5705	3061	11410	9574	-5705	-3062	1	1	0.5353079778444623	0.5287072142744291	B	B
5706	3067	11412	9574	-5706	-3067	1	1	0.9007806222793342	0.897897211542344	B	B
5708	3067	11416	9574	-5708	-3067	1	1	0.10253920528687566	0.08139052448728146	B	B
5709	3067	11418	9574	-5709	-3067	1	1	0.3559718043301692	0.34394625120281785	B	B
5710	3067	11420	9574	-5710	-3067	1	1	0.2200783515824032	0.2200783515824032	B	B
5711	3072	11422	9574	-5711	-3073	1	1	0.8987666971369921	0.897897211542344	B	B
5712	3072	11424	9574	-5712	-3073	1	1	0.12018167770485322	0.09584927697217083	B	B
5713	3072	11426	9574	-5713	-3073	1	1	0.31353201355329474	0.30887378737929305	B	B
5714	3072	11428	9574	-5714	-3073	1	1	0.009883369697895383	0.02540337192260267	B	B
5715	3072	11430	9574	-5715	-3073	1	1	0.0024378204909171197	0.009431753548861166	B	B
5717	3078	11434	9574	-5717	-3079	1	1	0.009599749500459276	0.02540337192260267	B	B
5718	3078	11436	9574	-5718	-3079	1	1	0.2156533635823139	0.20479149534265284	B	B
5719	3078	11438	9574	-5719	-3079	1	1	0.5437811418999469	0.5437811418999469	B	B
5720	3078	11440	9574	-5720	-3079	1	1	0.4499654590115719	0.43084017934406293	B	B
5721	3078	11442	9574	-5721	-3079	1	1	0.39644062230578136	0.3838453928986345	B	B
5724	3084	11448	9574	-5724	-3085	1	1	0.06269613294799226	0.06575410935862658	B	B
5727	3084	11454	9574	-5727	-3085	1	1	0.7971043941383782	0.7978402972390728	B	B
5728	3084	11456	9574	-5728	-3085	1	1	0.48163984218393263	0.4686479736942557	B	B
5729	3090	11458	9574	-5729	-3091	1	1	0.3435830170314724	0.33085674641798635	B	B
5730	3090	11460	9574	-5730	-3091	1	1	0.7743609011204525	0.7752105467541478	B	B
