Feature A (i)	Feature A (i)-noFeature_C_(-i)	Feature B (2i)	Feature B (2i)-noFeature_C_(-i)	Feature C (-i)	Feature C (-i)-noFeature_C_(-i)	Constant Feature	Constant Feature-noFeature_C_(-i)	Random Feature	Random Feature-noFeature_C_(-i)	Outcome	Outcome-noFeature_C_(-i)
4515	2862	9030	5724	-4515	-1212	1	1	0.939280332830727	0.940938327787818	B	B
4516	2862	9032	5724	-4516	-1212	1	1	0.5105529123782392	0.5200480604633302	B	B
4518	2868	9036	5736	-4518	-1212	1	1	0.3626614189637235	0.3837438429114993	B	B
4522	2868	9044	5736	-4522	-1212	1	1	0.0033134974449233745	0.008592140326145858	B	B
4523	2874	9046	5748	-4523	-1212	1	1	0.13767967842744877	0.1520372454774349	B	B
4529	2879	9058	5758	-4529	-1212	1	1	0.6727956128895384	0.6618908494241688	B	B
4530	2879	9060	5758	-4530	-1212	1	1	0.5878837765200848	0.582537627789942	B	B
4531	2879	9062	5758	-4531	-1212	1	1	0.37519083484922156	0.3976380625702378	B	B
4532	2879	9064	5758	-4532	-1212	1	1	0.6013304087663938	0.5979874343679255	B	B
4533	2879	9066	5758	-4533	-1212	1	1	0.9829789192236369	0.985744768217679	B	B
4534	2885	9068	5770	-4534	-1212	1	1	0.34751300069315016	0.3645500084328399	B	B
4536	2885	9072	5770	-4536	-1212	1	1	0.7502872228752353	0.7386408776802375	B	B
4537	2885	9074	5770	-4537	-1212	1	1	0.7379303380043972	0.7191643211606201	B	B
4538	2885	9076	5770	-4538	-1212	1	1	0.47754052705707184	0.4982817158659174	B	B
4539	2885	9078	5770	-4539	-1212	1	1	0.6404641874861497	0.6336483877439453	B	B
4540	2891	9080	5782	-4540	-1212	1	1	0.05706955813339576	0.062353353740606354	B	B
4542	2891	9084	5782	-4542	-1212	1	1	0.2770688519379224	0.27476148850200977	B	B
4543	2891	9086	5782	-4543	-1212	1	1	0.45048636781843976	0.47641504446250105	B	B
4544	2891	9088	5782	-4544	-1212	1	1	0.8019913475147069	0.8055533991471695	B	B
4545	2891	9090	5782	-4545	-1212	1	1	0.06303314665110471	0.062353353740606354	B	B
4546	2897	9092	5794	-4546	-1212	1	1	0.6930920223568292	0.7025024851846564	B	B
4549	2897	9098	5794	-4549	-1212	1	1	0.14974737543035277	0.1642650866458556	B	B
4550	2897	9100	5794	-4550	-1212	1	1	0.7519812308867492	0.7386408776802375	B	B
4551	2897	9102	5794	-4551	-1212	1	1	0.8639626204832886	0.8839101610867179	B	B
4552	2903	9104	5806	-4552	-1212	1	1	0.7886540507048211	0.7741845154294321	B	B
4553	2903	9106	5806	-4553	-1212	1	1	0.9114275449891271	0.9201280995449436	B	B
4554	2903	9108	5806	-4554	-1212	1	1	0.22006254236139788	0.20132664405148248	B	B
4555	2903	9110	5806	-4555	-1212	1	1	0.2635120606408422	0.25854697252696457	B	B
4556	2903	9112	5806	-4556	-1212	1	1	0.7570698744388166	0.7386408776802375	B	B
4557	2908	9114	5816	-4557	-1212	1	1	0.708857780892068	0.7025024851846564	B	B
4558	2908	9116	5816	-4558	-1212	1	1	0.42164489385573467	0.45243048498421456	B	B
4559	2908	9118	5816	-4559	-1212	1	1	0.4747519638583463	0.4824381759363401	B	B
4560	2908	9120	5816	-4560	-1212	1	1	0.24417213785169334	0.23168224529179748	B	B
4561	2908	9122	5816	-4561	-1212	1	1	0.9821538488492229	0.9708335991200716	B	B
4565	2914	9130	5828	-4565	-1212	1	1	0.291390205133359	0.2944125893639117	B	B
4566	2914	9132	5828	-4566	-1212	1	1	0.11404209318373204	0.13575200988301828	B	B
4567	2914	9134	5828	-4567	-1212	1	1	0.6339238138857515	0.6336483877439453	B	B
4569	2920	9138	5840	-4569	-1212	1	1	0.07175187475981448	0.07522454865778105	B	B
4570	2920	9140	5840	-4570	-1212	1	1	0.16084754300489412	0.1642650866458556	B	B
4571	2920	9142	5840	-4571	-1212	1	1	0.6167305496462043	0.6131793130866995	B	B
4574	2920	9148	5840	-4574	-1212	1	1	0.41436990175995514	0.4283262058113855	B	B
4575	2926	9150	5852	-4575	-1212	1	1	0.8450979557428285	0.8457692599892734	B	B
4576	2926	9152	5852	-4576	-1212	1	1	0.688822292649273	0.6827160525262556	B	B
4577	2926	9154	5852	-4577	-1212	1	1	0.09989923140055912	0.1179020570763114	B	B
4580	2926	9160	5852	-4580	-1212	1	1	0.2552565110588777	0.23168224529179748	B	B
4583	2932	9166	5864	-4583	-1212	1	1	0.6110515300930767	0.5979874343679255	B	B
4584	2932	9168	5864	-4584	-1212	1	1	0.08037390336742778	0.09631320509214214	B	B
4589	2937	9178	5874	-4589	-1212	1	1	0.568039249434792	0.5468257337781519	B	B
4590	2937	9180	5874	-4590	-1212	1	1	0.5804638466351776	0.5687152792565979	B	B
4591	2937	9182	5874	-4591	-1212	1	1	0.3705281489549963	0.3976380625702378	B	B
4593	2943	9186	5886	-4593	-1212	1	1	0.02906881492347213	0.024809866852586904	B	B
4594	2943	9188	5886	-4594	-1212	1	1	0.2110002264611679	0.20132664405148248	B	B
4597	2943	9194	5886	-4597	-1212	1	1	0.830330343812695	0.8285385294664941	B	B
4598	2949	9196	5898	-4598	-1212	1	1	0.9785281755815242	0.9708335991200716	B	B
4602	2949	9204	5898	-4602	-1212	1	1	0.23387606845664544	0.22041899908405316	B	B
4603	2949	9206	5898	-4603	-1212	1	1	0.12746472884215054	0.1520372454774349	B	B
4605	2955	9210	5910	-4605	-1212	1	1	0.27671210748830777	0.27476148850200977	B	B
4606	2955	9212	5910	-4606	-1212	1	1	0.7141949045379689	0.7191643211606201	B	B
4607	2955	9214	5910	-4607	-1212	1	1	0.595773844143791	0.582537627789942	B	B
4609	2955	9218	5910	-4609	-1212	1	1	0.7648052642054607	0.7588862688703896	B	B
4610	2961	9220	5922	-4610	-1212	1	1	0.3549485525784324	0.3645500084328399	B	B
4611	2961	9222	5922	-4611	-1212	1	1	0.4077048921091905	0.4283262058113855	B	B
4612	2961	9224	5922	-4612	-1212	1	1	0.5212813845733193	0.5364676566761873	B	B
4613	2961	9226	5922	-4613	-1212	1	1	0.420957777491873	0.4283262058113855	B	B
4616	2966	9232	5932	-4616	-1212	1	1	0.6158808957611772	0.6131793130866995	B	B
4617	2966	9234	5932	-4617	-1212	1	1	0.38038594019288385	0.3976380625702378	B	B
4619	2966	9238	5932	-4619	-1212	1	1	0.3435386277340198	0.3645500084328399	B	B
4620	2966	9240	5932	-4620	-1212	1	1	0.47372423179815504	0.4824381759363401	B	B
4621	2972	9242	5944	-4621	-1212	1	1	0.2668485934035941	0.25854697252696457	B	B
4622	2972	9244	5944	-4622	-1212	1	1	0.6398671295790506	0.6336483877439453	B	B
4623	2972	9246	5944	-4623	-1212	1	1	0.4697166694215559	0.4824381759363401	B	B
4624	2972	9248	5944	-4624	-1212	1	1	0.2608433757773665	0.25854697252696457	B	B
4625	2972	9250	5944	-4625	-1212	1	1	0.2965989121029211	0.3154430469533932	B	B
4626	2972	9252	5944	-4626	-1212	1	1	0.9145212787032007	0.9201280995449436	B	B
4628	2978	9256	5956	-4628	-1212	1	1	0.7650316097159812	0.7588862688703896	B	B
4630	2978	9260	5956	-4630	-1212	1	1	0.08755874303252009	0.09631320509214214	B	B
4631	2978	9262	5956	-4631	-1212	1	1	0.3269978858270193	0.350578695746261	B	B
4632	2978	9264	5956	-4632	-1212	1	1	0.010738794968005005	0.008592140326145858	B	B
4634	2984	9268	5968	-4634	-1212	1	1	0.7125881989051995	0.7025024851846564	B	B
4635	2984	9270	5968	-4635	-1212	1	1	0.3673370199499809	0.3976380625702378	B	B
4636	2984	9272	5968	-4636	-1212	1	1	0.00018454766270337153	0.008592140326145858	B	B
4637	2984	9274	5968	-4637	-1212	1	1	0.8969971132893707	0.9027350063094405	B	B
4638	2989	9276	5978	-4638	-1212	1	1	0.5468257337781519	0.5468257337781519	B	B
4641	2989	9282	5978	-4641	-1212	1	1	0.3882112272997663	0.41618841333222234	B	B
4645	2995	9290	5990	-4645	-1212	1	1	0.919970503025787	0.940938327787818	B	B
4646	2995	9292	5990	-4646	-1212	1	1	0.24911188593326394	0.23168224529179748	B	B
4647	2995	9294	5990	-4647	-1212	1	1	0.5169206448017877	0.5364676566761873	B	B
4649	2995	9298	5990	-4649	-1212	1	1	0.9102485686032787	0.9201280995449436	B	B
4650	3001	9300	6002	-4650	-1212	1	1	0.11756403463684006	0.13575200988301828	B	B
4651	3001	9302	6002	-4651	-1212	1	1	0.03774663786919408	0.040223196869210165	B	B
4652	3001	9304	6002	-4652	-1212	1	1	0.5738128596868537	0.5687152792565979	B	B
4653	3001	9306	6002	-4653	-1212	1	1	0.32985080485154605	0.350578695746261	B	B
4654	3001	9308	6002	-4654	-1212	1	1	0.026185655832814958	0.024809866852586904	B	B
4655	3001	9310	6002	-4655	-1212	1	1	0.8483288367488273	0.8710826164665462	B	B
4656	3007	9312	6014	-4656	-1212	1	1	0.05261975311948053	0.062353353740606354	B	B
4657	3007	9314	6014	-4657	-1212	1	1	0.06679602100900417	0.07522454865778105	B	B
4658	3007	9316	6014	-4658	-1212	1	1	0.48793157187434333	0.4982817158659174	B	B
4660	3007	9320	6014	-4660	-1212	1	1	0.11322974223328919	0.1179020570763114	B	B
4661	3007	9322	6014	-4661	-1212	1	1	0.3559354181036074	0.3645500084328399	B	B
4664	3013	9328	6026	-4664	-1212	1	1	0.9550297410922668	0.9550538593999985	B	B
4665	3013	9330	6026	-4665	-1212	1	1	0.7508545404683815	0.7386408776802375	B	B
4666	3013	9332	6026	-4666	-1212	1	1	0.012373410741469693	0.008592140326145858	B	B
4667	3018	9334	6036	-4667	-1212	1	1	0.23064490929947945	0.22041899908405316	B	B
4668	3018	9336	6036	-4668	-1212	1	1	0.9820673632920889	0.9708335991200716	B	B
4669	3018	9338	6036	-4669	-1212	1	1	0.685966810718317	0.6827160525262556	B	B
4671	3018	9342	6036	-4671	-1212	1	1	0.08682930922025667	0.09631320509214214	B	B
4672	3018	9344	6036	-4672	-1212	1	1	0.471756365385929	0.4824381759363401	B	B
4673	3024	9346	6048	-4673	-1212	1	1	0.8268603484908323	0.8285385294664941	B	B
4674	3024	9348	6048	-4674	-1212	1	1	0.6618167315881894	0.6482322739693153	B	B
4675	3024	9350	6048	-4675	-1212	1	1	0.11080813828096692	0.1179020570763114	B	B
4677	3024	9354	6048	-4677	-1212	1	1	0.5833969487515139	0.5687152792565979	B	B
4679	2700	9358	5400	-4679	-1212	1	1	0.3774750242080829	0.3976380625702378	B	B
4680	2700	9360	5400	-4680	-1212	1	1	0.8498094753083014	0.8710826164665462	B	B
4681	2700	9362	5400	-4681	-1212	1	1	0.088547661586735	0.062353353740606354	B	B
4683	2700	9366	5400	-4683	-1212	1	1	0.2141133916539576	0.22041899908405316	B	B
4685	2706	9370	5412	-4685	-1212	1	1	0.5817749008933147	0.582537627789942	B	B
4686	2706	9372	5412	-4686	-1212	1	1	0.34418538676767396	0.3645500084328399	B	B
4687	2706	9374	5412	-4687	-1212	1	1	0.9985562221020201	0.985744768217679	B	B
4688	2706	9376	5412	-4688	-1212	1	1	0.5922151934902168	0.5979874343679255	B	B
4689	2706	9378	5412	-4689	-1212	1	1	0.6618908494241688	0.6618908494241688	B	B
4691	2712	9382	5424	-4691	-1212	1	1	0.652581180059103	0.6482322739693153	B	B
4692	2712	9384	5424	-4692	-1212	1	1	0.402235129740934	0.4283262058113855	B	B
4693	2712	9386	5424	-4693	-1212	1	1	0.6397323456573171	0.6482322739693153	B	B
4694	2712	9388	5424	-4694	-1212	1	1	0.5033122691101495	0.5200480604633302	B	B
4695	2712	9390	5424	-4695	-1212	1	1	0.7296084600740106	0.7386408776802375	B	B
4697	2717	9394	5434	-4697	-1212	1	1	0.12646015007357936	0.1179020570763114	B	B
4701	2717	9402	5434	-4701	-1212	1	1	0.3029227114107885	0.3328687627974606	B	B
4702	2723	9404	5446	-4702	-1212	1	1	0.9345016765109542	0.9550538593999985	B	B
4703	2723	9406	5446	-4703	-1212	1	1	0.0657423599080651	0.040223196869210165	B	B
4704	2723	9408	5446	-4704	-1212	1	1	0.23007245317627567	0.23168224529179748	B	B
4706	2723	9412	5446	-4706	-1212	1	1	0.7958670577305168	0.7922948059168434	B	B
4708	2729	9416	5458	-4708	-1212	1	1	0.32679058433840946	0.350578695746261	B	B
4709	2729	9418	5458	-4709	-1212	1	1	0.9867047038636206	0.985744768217679	B	B
4710	2729	9420	5458	-4710	-1212	1	1	0.03800794689275122	0.024809866852586904	B	B
4711	2729	9422	5458	-4711	-1212	1	1	0.6563855795725626	0.6618908494241688	B	B
4712	2729	9424	5458	-4712	-1212	1	1	0.18891187163134593	0.18513987923672703	B	B
4714	2735	9428	5470	-4714	-1212	1	1	0.351520775996109	0.3645500084328399	B	B
4716	2735	9432	5470	-4716	-1212	1	1	0.6306372394348256	0.6336483877439453	B	B
4717	2735	9434	5470	-4717	-1212	1	1	0.3596654960430722	0.3837438429114993	B	B
4718	2735	9436	5470	-4718	-1212	1	1	0.8086817857701772	0.8055533991471695	B	B
4719	2735	9438	5470	-4719	-1212	1	1	0.026809061256516054	0.024809866852586904	B	B
4720	2741	9440	5482	-4720	-1212	1	1	0.06480010977671546	0.040223196869210165	B	B
4721	2741	9442	5482	-4721	-1212	1	1	0.23069821970085247	0.23168224529179748	B	B
4723	2741	9446	5482	-4723	-1212	1	1	0.13046365639921542	0.13575200988301828	B	B
4727	2746	9454	5492	-4727	-1212	1	1	0.15024195845722477	0.1520372454774349	B	B
4729	2746	9458	5492	-4729	-1212	1	1	0.21134160136336566	0.22041899908405316	B	B
4730	2746	9460	5492	-4730	-1212	1	1	0.8105588481712529	0.8055533991471695	B	B
4732	2752	9464	5504	-4732	-1212	1	1	0.4007783674082803	0.41618841333222234	B	B
4736	2752	9472	5504	-4736	-1212	1	1	0.8930682360727003	0.9027350063094405	B	B
4738	2758	9476	5516	-4738	-1212	1	1	0.4067787116565479	0.4283262058113855	B	B
4739	2758	9478	5516	-4739	-1212	1	1	0.33789425044690047	0.3645500084328399	B	B
4741	2758	9482	5516	-4741	-1212	1	1	0.2487247595833384	0.27476148850200977	B	B
4742	2758	9484	5516	-4742	-1212	1	1	0.9051247395805425	0.9201280995449436	B	B
4743	2764	9486	5528	-4743	-1212	1	1	0.5276830712437077	0.5468257337781519	B	B
4744	2764	9488	5528	-4744	-1212	1	1	0.1771424315237068	0.1642650866458556	B	B
4745	2764	9490	5528	-4745	-1212	1	1	0.6175848613177619	0.6131793130866995	B	B
4749	2769	9498	5538	-4749	-1212	1	1	0.6846448902627563	0.6827160525262556	B	B
4750	2769	9500	5538	-4750	-1212	1	1	0.3802250017382405	0.41618841333222234	B	B
4752	2769	9504	5538	-4752	-1212	1	1	0.8553681001234138	0.8839101610867179	B	B
4753	2769	9506	5538	-4753	-1212	1	1	0.6819120373896949	0.6827160525262556	B	B
4755	2775	9510	5550	-4755	-1212	1	1	0.8339276709750336	0.8457692599892734	B	B
4756	2775	9512	5550	-4756	-1212	1	1	0.4663722728568437	0.4824381759363401	B	B
4757	2775	9514	5550	-4757	-1212	1	1	0.9105938178200679	0.940938327787818	B	B
4758	2775	9516	5550	-4758	-1212	1	1	0.95470180494935	0.9550538593999985	B	B
4759	2775	9518	5550	-4759	-1212	1	1	0.3820254989081593	0.41618841333222234	B	B
4760	2781	9520	5562	-4760	-1212	1	1	0.4224891926462876	0.45243048498421456	B	B
4761	2781	9522	5562	-4761	-1212	1	1	0.7285278824298657	0.7386408776802375	B	B
4762	2781	9524	5562	-4762	-1212	1	1	0.798381722174302	0.7922948059168434	B	B
4763	2781	9526	5562	-4763	-1212	1	1	0.5419580277179127	0.5468257337781519	B	B
4765	2781	9530	5562	-4765	-1212	1	1	0.20397787015480706	0.20132664405148248	B	B
4767	2787	9534	5574	-4767	-1212	1	1	0.4938400686726051	0.4982817158659174	B	B
4768	2787	9536	5574	-4768	-1212	1	1	0.41199215813439194	0.4283262058113855	B	B
4769	2787	9538	5574	-4769	-1212	1	1	0.986840378008445	0.985744768217679	B	B
4770	2787	9540	5574	-4770	-1212	1	1	0.2596601471615515	0.27476148850200977	B	B
4771	2787	9542	5574	-4771	-1212	1	1	0.1303284578987558	0.13575200988301828	B	B
4772	2793	9544	5586	-4772	-1212	1	1	0.30261843877848216	0.3328687627974606	B	B
4774	2793	9548	5586	-4774	-1212	1	1	0.9851349772515391	0.9708335991200716	B	B
4775	2793	9550	5586	-4775	-1212	1	1	0.7321778066765966	0.7386408776802375	B	B
4776	2793	9552	5586	-4776	-1212	1	1	0.14789725089254158	0.1520372454774349	B	B
4777	2798	9554	5596	-4777	-1212	1	1	0.23151608311683047	0.23168224529179748	B	B
4780	2798	9560	5596	-4780	-1212	1	1	0.28579465505619206	0.3154430469533932	B	B
4781	2798	9562	5596	-4781	-1212	1	1	0.7059366006452149	0.7025024851846564	B	B
4783	2804	9566	5608	-4783	-1212	1	1	0.22245485206620186	0.22041899908405316	B	B
4784	2804	9568	5608	-4784	-1212	1	1	0.08318764504203724	0.062353353740606354	B	B
4785	2804	9570	5608	-4785	-1212	1	1	0.10297231047800681	0.09631320509214214	B	B
4786	2804	9572	5608	-4786	-1212	1	1	0.5175485514494605	0.5364676566761873	B	B
4788	2804	9576	5608	-4788	-1212	1	1	0.1876102062147369	0.18513987923672703	B	B
4790	2810	9580	5620	-4790	-1212	1	1	0.3816261802253994	0.41618841333222234	B	B
4796	2816	9592	5632	-4796	-1212	1	1	0.9142652005624938	0.940938327787818	B	B
4797	2816	9594	5632	-4797	-1212	1	1	0.4092782052989248	0.4283262058113855	B	B
4800	2816	9600	5632	-4800	-1212	1	1	0.14844426829264235	0.1520372454774349	B	B
4801	2822	9602	5644	-4801	-1212	1	1	0.18923367808661884	0.18513987923672703	B	B
4802	2822	9604	5644	-4802	-1212	1	1	0.9033162422400968	0.9201280995449436	B	B
4804	2822	9608	5644	-4804	-1212	1	1	0.31197850623241397	0.350578695746261	B	B
4805	2822	9610	5644	-4805	-1212	1	1	0.8887277502222578	0.9027350063094405	B	B
4807	2827	9614	5654	-4807	-1212	1	1	0.8520061441910018	0.8710826164665462	B	B
4808	2827	9616	5654	-4808	-1212	1	1	0.09072216919633347	0.07522454865778105	B	B
4809	2827	9618	5654	-4809	-1212	1	1	0.8662331544005124	0.8839101610867179	B	B
4810	2827	9620	5654	-4810	-1212	1	1	0.7308988956319858	0.7386408776802375	B	B
4811	2827	9622	5654	-4811	-1212	1	1	0.5272365945570062	0.5468257337781519	B	B
4812	2833	9624	5666	-4812	-1212	1	1	0.8982853782034913	0.9201280995449436	B	B
4813	2833	9626	5666	-4813	-1212	1	1	0.785177056904534	0.7922948059168434	B	B
4816	2833	9632	5666	-4816	-1212	1	1	0.0128144741584173	0.008592140326145858	B	B
4817	2833	9634	5666	-4817	-1212	1	1	0.3573429661047173	0.3837438429114993	B	B
4819	2839	9638	5678	-4819	-1212	1	1	0.28293544370350054	0.3154430469533932	B	B
4820	2839	9640	5678	-4820	-1212	1	1	0.8418894952718771	0.8710826164665462	B	B
4821	2839	9642	5678	-4821	-1212	1	1	0.31188975308001865	0.350578695746261	B	B
4824	2845	9648	5690	-4824	-1212	1	1	0.9584922680399186	0.9550538593999985	B	B
4825	2845	9650	5690	-4825	-1212	1	1	0.12711545031614746	0.1179020570763114	B	B
4826	2845	9652	5690	-4826	-1212	1	1	0.08858327920453657	0.07522454865778105	B	B
4828	2845	9656	5690	-4828	-1212	1	1	0.11965430906430874	0.1179020570763114	B	B
4829	2845	9658	5690	-4829	-1212	1	1	0.8186474738752932	0.8285385294664941	B	B
4833	2851	9666	5702	-4833	-1212	1	1	0.7100960828436695	0.7191643211606201	B	B
4834	2851	9668	5702	-4834	-1212	1	1	0.6798863663756045	0.6827160525262556	B	B
4836	2856	9672	5712	-4836	-1212	1	1	0.6960054129334938	0.7025024851846564	B	B
4837	2856	9674	5712	-4837	-1212	1	1	0.23114086285905378	0.23168224529179748	B	B
4838	2856	9676	5712	-4838	-1212	1	1	0.2762507596768726	0.3154430469533932	B	B
4839	2856	9678	5712	-4839	-1212	1	1	0.776740375358688	0.7741845154294321	B	B
4840	2856	9680	5712	-4840	-1212	1	1	0.19085701088325158	0.20132664405148248	B	B
4841	2862	9682	5724	-4841	-1212	1	1	0.5596258921320115	0.5687152792565979	B	B
4842	2862	9684	5724	-4842	-1212	1	1	0.174777995504234	0.1642650866458556	B	B
4844	2862	9688	5724	-4844	-1212	1	1	0.5876432420361855	0.5979874343679255	B	B
4845	2862	9690	5724	-4845	-1212	1	1	0.6072888675663776	0.6131793130866995	B	B
4848	2868	9696	5736	-4848	-1212	1	1	0.4889945983391967	0.4982817158659174	B	B
4849	2868	9698	5736	-4849	-1212	1	1	0.5839040406961961	0.5979874343679255	B	B
4850	2868	9700	5736	-4850	-1212	1	1	0.24590871838146555	0.27476148850200977	B	B
4853	2874	9706	5748	-4853	-1212	1	1	0.892593435454424	0.9027350063094405	B	B
4854	2874	9708	5748	-4854	-1212	1	1	0.6176404146720791	0.6336483877439453	B	B
4856	2874	9712	5748	-4856	-1212	1	1	0.1669974347994977	0.1642650866458556	B	B
4857	2874	9714	5748	-4857	-1212	1	1	0.1284447392546133	0.1179020570763114	B	B
4858	2879	9716	5758	-4858	-1212	1	1	0.6801046682828146	0.6827160525262556	B	B
4859	2879	9718	5758	-4859	-1212	1	1	0.6338004746887097	0.6482322739693153	B	B
4860	2879	9720	5758	-4860	-1212	1	1	0.2940999768832666	0.3328687627974606	B	B
4861	2879	9722	5758	-4861	-1212	1	1	0.7779780227414084	0.7741845154294321	B	B
4863	2879	9726	5758	-4863	-1212	1	1	0.11776356919012687	0.09631320509214214	B	B
4864	2885	9728	5770	-4864	-1212	1	1	0.19345473768221144	0.20132664405148248	B	B
4865	2885	9730	5770	-4865	-1212	1	1	0.5503493624705993	0.5687152792565979	B	B
4867	2885	9734	5770	-4867	-1212	1	1	0.6698788276043105	0.6618908494241688	B	B
4868	2885	9736	5770	-4868	-1212	1	1	0.6334592965042948	0.6336483877439453	B	B
4869	2885	9738	5770	-4869	-1212	1	1	0.6954714766417505	0.7025024851846564	B	B
4870	2891	9740	5782	-4870	-1212	1	1	0.3489604252984898	0.3645500084328399	B	B
4871	2891	9742	5782	-4871	-1212	1	1	0.02344335656335128	0.008592140326145858	B	B
4872	2891	9744	5782	-4872	-1212	1	1	0.6938818220753652	0.6827160525262556	B	B
4873	2891	9746	5782	-4873	-1212	1	1	0.9864863025810753	0.985744768217679	B	B
4874	2891	9748	5782	-4874	-1212	1	1	0.8326510460616797	0.8457692599892734	B	B
4876	2897	9752	5794	-4876	-1212	1	1	0.08720997496626537	0.062353353740606354	B	B
4878	2897	9756	5794	-4878	-1212	1	1	0.4091209146764283	0.4283262058113855	B	B
4879	2897	9758	5794	-4879	-1212	1	1	0.5812589417942425	0.582537627789942	B	B
4883	2903	9766	5806	-4883	-1212	1	1	0.5499688031164888	0.5687152792565979	B	B
4884	2903	9768	5806	-4884	-1212	1	1	0.24402803959111952	0.25854697252696457	B	B
4885	2903	9770	5806	-4885	-1212	1	1	0.6308220845980754	0.6336483877439453	B	B
4887	2908	9774	5816	-4887	-1212	1	1	0.261894319109111	0.2944125893639117	B	B
4889	2908	9778	5816	-4889	-1212	1	1	0.41250321421108505	0.4283262058113855	B	B
4890	2908	9780	5816	-4890	-1212	1	1	0.9860818208142558	0.985744768217679	B	B
4892	2908	9784	5816	-4892	-1212	1	1	0.6021676132766894	0.6131793130866995	B	B
4893	2914	9786	5828	-4893	-1212	1	1	0.5377542484355907	0.5468257337781519	B	B
4894	2914	9788	5828	-4894	-1212	1	1	0.8351291334493777	0.8457692599892734	B	B
4895	2914	9790	5828	-4895	-1212	1	1	0.4772979889407203	0.4982817158659174	B	B
4897	2914	9794	5828	-4897	-1212	1	1	0.3136419649169968	0.350578695746261	B	B
4898	2914	9796	5828	-4898	-1212	1	1	0.6811920537222877	0.6827160525262556	B	B
4899	2920	9798	5840	-4899	-1212	1	1	0.5283367787410277	0.5468257337781519	B	B
4900	2920	9800	5840	-4900	-1212	1	1	0.7660034980519549	0.7588862688703896	B	B
4902	2920	9804	5840	-4902	-1212	1	1	0.526601710286087	0.5364676566761873	B	B
4904	2920	9808	5840	-4904	-1212	1	1	0.2677338428846846	0.2944125893639117	B	B
4905	2926	9810	5852	-4905	-1212	1	1	0.10509597425081141	0.09631320509214214	B	B
4906	2926	9812	5852	-4906	-1212	1	1	0.11944253847502073	0.1179020570763114	B	B
4907	2926	9814	5852	-4907	-1212	1	1	0.0063519245141817615	0.008592140326145858	B	B
4908	2926	9816	5852	-4908	-1212	1	1	0.49408400667471364	0.4982817158659174	B	B
4911	2932	9822	5864	-4911	-1212	1	1	0.9968470601133714	0.985744768217679	B	B
4912	2932	9824	5864	-4912	-1212	1	1	0.08289418194863674	0.062353353740606354	B	B
4913	2932	9826	5864	-4913	-1212	1	1	0.6418519966478495	0.6482322739693153	B	B
4918	2937	9836	5874	-4918	-1212	1	1	0.0995073421774868	0.07522454865778105	B	B
