age,age_noeducation,workclass,workclass_noeducation,fnlwgt,fnlwgt_noeducation,education,education_noeducation,education_num,education_num_noeducation,marital_status,marital_status_noeducation,occupation,occupation_noeducation,relationship,relationship_noeducation,race,race_noeducation,sex,sex_noeducation,capital_gain,capital_gain_noeducation,capital_loss,capital_loss_noeducation,hours_per_week,hours_per_week_noeducation,native_country,native_country_noeducation,income_per_year,income_per_year_noeducation
47,34,Private,Private,186157,31438,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Craft-repair,Husband,Husband,White,White,Male,Male,0,3908,0,1411,40,30,United-States,United-States,<=50K,<=50K
60,17,Private,Private,127712,117849,Assoc-voc,HS-grad,11,8,Widowed,Never-married,Machine-op-inspct,Handlers-cleaners,Not-in-family,Husband,White,White,Female,Female,0,1173,0,1411,45,15,Poland,United-States,<=50K,<=50K
24,23,Private,Private,254351,53158,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Sales,Adm-clerical,Own-child,Wife,White,Black,Male,Female,0,1173,0,1411,35,35,United-States,United-States,<=50K,<=50K
61,31,Private,?,182163,114942,Some-college,HS-grad,10,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Husband,White,White,Male,Male,0,1173,1902,1411,40,45,United-States,United-States,>50K,<=50K
34,39,Private,Private,442656,189238,11th,HS-grad,7,8,Never-married,Divorced,Sales,Machine-op-inspct,Unmarried,Other-relative,White,Black,Female,Female,0,1173,0,1411,65,50,Guatemala,United-States,<=50K,<=50K
30,53,Private,Private,111363,195554,Some-college,HS-grad,10,8,Married-civ-spouse,Widowed,Exec-managerial,Transport-moving,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
36,42,Local-gov,Private,491000,195554,Assoc-acdm,HS-grad,12,8,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Own-child,Not-in-family,Black,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
45,38,State-gov,Private,156065,265917,Bachelors,HS-grad,13,8,Divorced,Never-married,Adm-clerical,Handlers-cleaners,Not-in-family,Own-child,White,White,Female,Female,0,1173,0,1411,40,57,United-States,United-States,<=50K,<=50K
45,22,Private,Private,243743,236379,Bachelors,HS-grad,13,8,Married-civ-spouse,Divorced,Exec-managerial,Handlers-cleaners,Husband,Own-child,White,White,Male,Male,0,1173,0,1411,60,35,United-States,United-States,>50K,<=50K
47,53,Self-emp-not-inc,Private,173938,309196,Prof-school,HS-grad,15,8,Never-married,Married-civ-spouse,Prof-specialty,Handlers-cleaners,Not-in-family,Wife,White,White,Male,Female,0,1173,2258,1411,20,35,United-States,United-States,<=50K,>50K
37,44,Private,Private,86308,205019,Bachelors,HS-grad,13,8,Married-civ-spouse,Separated,Prof-specialty,Tech-support,Wife,Not-in-family,Asian-Pac-Islander,White,Female,Female,0,1173,0,1411,40,23,Philippines,United-States,>50K,<=50K
35,44,Private,Local-gov,216068,330416,Assoc-acdm,HS-grad,12,8,Divorced,Never-married,Tech-support,Handlers-cleaners,Unmarried,Not-in-family,White,White,Female,Female,0,1173,0,1411,40,45,United-States,United-States,<=50K,>50K
23,54,Private,Private,237432,208049,12th,HS-grad,8,8,Never-married,Married-civ-spouse,Other-service,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,60,35,United-States,United-States,<=50K,<=50K
34,42,Private,Private,177216,121596,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Machine-op-inspct,Machine-op-inspct,Own-child,Husband,White,Black,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
27,31,Private,Private,212895,197711,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Craft-repair,Farming-fishing,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
44,17,Self-emp-not-inc,Private,122749,121596,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,1173,0,1411,35,23,Germany,United-States,<=50K,<=50K
44,42,Private,Private,254303,79627,Masters,HS-grad,14,8,Never-married,Divorced,Prof-specialty,Sales,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,40,45,Hungary,United-States,>50K,<=50K
20,32,Private,Self-emp-not-inc,73679,319422,HS-grad,HS-grad,9,8,Never-married,Never-married,Transport-moving,Sales,Own-child,Not-in-family,White,White,Female,Male,0,1173,0,1411,35,76,United-States,United-States,<=50K,<=50K
30,32,Private,Private,455995,129059,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Craft-repair,Sales,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,40,57,United-States,United-States,<=50K,>50K
33,26,Private,Private,214288,105138,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Other-service,Husband,Husband,White,White,Male,Male,0,1173,1848,1411,48,35,United-States,United-States,>50K,<=50K
28,31,Private,Private,228075,31438,5th-6th,HS-grad,3,8,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,40,42,Hong,United-States,<=50K,<=50K
35,68,Private,Private,412017,290661,10th,HS-grad,6,8,Divorced,Divorced,Sales,Other-service,Unmarried,Not-in-family,White,White,Female,Male,0,1173,0,1411,38,68,United-States,United-States,<=50K,<=50K
41,20,Private,Private,236900,111700,HS-grad,HS-grad,9,8,Divorced,Never-married,Craft-repair,Other-service,Not-in-family,Husband,White,White,Male,Female,0,1173,0,1411,40,20,United-States,United-States,<=50K,<=50K
33,32,Private,Private,289442,375078,HS-grad,HS-grad,9,8,Never-married,Divorced,Adm-clerical,Handlers-cleaners,Not-in-family,Not-in-family,White,Black,Male,Female,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
33,25,Local-gov,Private,237298,375078,Some-college,HS-grad,10,8,Divorced,Never-married,Adm-clerical,Handlers-cleaners,Unmarried,Own-child,Black,White,Female,Male,0,1173,0,1411,40,15,United-States,United-States,<=50K,<=50K
36,45,State-gov,Private,47072,34845,HS-grad,HS-grad,9,8,Widowed,Married-civ-spouse,Other-service,Sales,Unmarried,Husband,White,White,Female,Male,0,1173,0,1411,8,38,United-States,United-States,<=50K,<=50K
25,42,Private,Private,197036,133420,Some-college,HS-grad,10,8,Married-civ-spouse,Divorced,Sales,?,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,50,50,United-States,United-States,<=50K,<=50K
19,47,State-gov,Private,175507,297906,HS-grad,HS-grad,9,8,Never-married,Widowed,Other-service,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Female,0,1173,0,1411,18,35,United-States,United-States,<=50K,<=50K
53,26,Private,Private,350131,227823,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Handlers-cleaners,Wife,Husband,White,White,Female,Male,0,1173,0,1411,48,45,United-States,United-States,>50K,>50K
35,57,Private,?,150057,111700,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,?,Husband,Husband,White,White,Male,Male,4386,1173,0,1411,48,30,United-States,United-States,<=50K,>50K
40,36,Self-emp-inc,Private,190650,185195,Bachelors,HS-grad,13,8,Married-civ-spouse,Divorced,Sales,Handlers-cleaners,Husband,Unmarried,Asian-Pac-Islander,White,Male,Female,0,1173,0,1411,45,42,South,United-States,>50K,<=50K
27,23,Private,Private,430672,79627,Bachelors,HS-grad,13,8,Never-married,Never-married,Prof-specialty,Other-service,Not-in-family,Own-child,White,White,Male,Male,0,1173,0,1411,55,27,United-States,United-States,<=50K,<=50K
50,23,Private,State-gov,99316,185195,HS-grad,HS-grad,9,8,Divorced,Never-married,Transport-moving,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,1173,0,1411,50,45,United-States,United-States,<=50K,<=50K
47,35,?,Private,191776,34845,Some-college,HS-grad,10,8,Married-civ-spouse,Separated,?,Other-service,Wife,Other-relative,White,White,Female,Female,0,1173,0,1411,8,35,United-States,United-States,<=50K,<=50K
33,23,Private,Private,97723,253856,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Transport-moving,Handlers-cleaners,Husband,Wife,White,White,Male,Female,0,1173,1887,1411,50,38,United-States,United-States,>50K,<=50K
28,50,?,Private,197288,159021,11th,HS-grad,7,8,Never-married,Never-married,?,Other-service,Unmarried,Unmarried,Black,White,Female,Male,0,1173,0,1411,30,35,United-States,United-States,<=50K,<=50K
36,34,Private,Self-emp-not-inc,239409,137862,HS-grad,HS-grad,9,8,Divorced,Married-civ-spouse,Farming-fishing,Sales,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,50,35,United-States,United-States,<=50K,<=50K
48,39,Private,Private,195554,53158,7th-8th,HS-grad,4,8,Divorced,Married-civ-spouse,Other-service,Farming-fishing,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
48,42,Self-emp-not-inc,Private,76855,190885,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Transport-moving,Sales,Unmarried,Wife,White,White,Female,Female,0,1173,0,1411,53,38,United-States,United-States,<=50K,>50K
43,35,Private,Federal-gov,281315,348059,Some-college,HS-grad,10,8,Divorced,Never-married,Sales,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Male,0,1173,0,1411,42,42,United-States,?,<=50K,>50K
76,58,Local-gov,Private,224058,222813,10th,HS-grad,6,8,Divorced,Widowed,Transport-moving,Transport-moving,Not-in-family,Not-in-family,Black,White,Male,Female,0,1173,0,1411,20,38,United-States,United-States,<=50K,<=50K
23,64,Private,Self-emp-not-inc,232799,420973,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Other-service,Craft-repair,Not-in-family,Wife,Black,White,Female,Female,2977,1173,0,1411,55,2,United-States,United-States,<=50K,<=50K
29,45,Private,Private,174163,200318,Masters,HS-grad,14,8,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,1173,0,1411,40,6,United-States,United-States,<=50K,<=50K
57,60,Private,Private,47178,159021,5th-6th,HS-grad,3,8,Divorced,Married-civ-spouse,Other-service,Other-service,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,38,United-States,United-States,<=50K,<=50K
62,23,Self-emp-not-inc,Local-gov,97950,247337,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Craft-repair,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,1173,0,1411,6,62,United-States,United-States,<=50K,>50K
26,42,Private,Private,342765,46322,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,50,35,United-States,United-States,<=50K,>50K
42,35,Local-gov,Private,209818,177824,Bachelors,HS-grad,13,8,Divorced,Divorced,Prof-specialty,Transport-moving,Other-relative,Husband,White,White,Female,Male,0,1173,0,1411,55,50,United-States,United-States,<=50K,<=50K
36,31,Private,Private,349534,572751,Assoc-acdm,HS-grad,12,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Transport-moving,Wife,Own-child,White,White,Female,Male,0,1173,0,1411,31,57,United-States,Mexico,>50K,<=50K
43,35,Self-emp-inc,Private,170214,222813,Some-college,HS-grad,10,8,Married-civ-spouse,Never-married,Exec-managerial,Craft-repair,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,1173,0,1411,75,35,United-States,Laos,<=50K,<=50K
28,42,Private,Private,145284,197711,Some-college,HS-grad,10,8,Never-married,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,0,1173,0,1411,40,45,United-States,United-States,<=50K,<=50K
33,26,Private,Private,124161,190885,HS-grad,HS-grad,9,8,Divorced,Never-married,Craft-repair,Craft-repair,Not-in-family,Not-in-family,White,Black,Male,Female,0,1173,0,1411,50,35,United-States,United-States,<=50K,<=50K
48,17,Private,Private,105357,167670,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Sales,Other-service,Unmarried,Own-child,White,White,Female,Male,0,1173,0,1411,40,10,United-States,United-States,<=50K,<=50K
32,42,Private,Private,355700,117849,Prof-school,HS-grad,15,8,Married-AF-spouse,Divorced,Prof-specialty,Sales,Wife,Not-in-family,White,White,Female,Female,99999,1173,0,1411,60,42,United-States,United-States,>50K,<=50K
30,39,Private,Self-emp-inc,99928,79627,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Sales,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
18,39,Private,Self-emp-not-inc,308739,121596,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Adm-clerical,Sales,Own-child,Husband,White,White,Female,Male,0,1173,0,1411,20,30,United-States,United-States,<=50K,<=50K
58,17,Self-emp-inc,?,179781,202466,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Sales,?,Husband,Own-child,White,White,Male,Female,0,1173,0,1411,70,30,United-States,United-States,>50K,<=50K
52,50,Federal-gov,Local-gov,297906,247337,Doctorate,HS-grad,16,8,Married-civ-spouse,Separated,Prof-specialty,Handlers-cleaners,Husband,Husband,Asian-Pac-Islander,Black,Male,Female,0,1173,0,1411,40,38,?,United-States,>50K,<=50K
25,51,Private,?,189663,84673,Masters,HS-grad,14,8,Never-married,Married-civ-spouse,Prof-specialty,?,Own-child,Husband,White,White,Female,Male,0,1173,0,1411,40,50,United-States,United-States,<=50K,>50K
39,26,Self-emp-not-inc,Private,339029,290661,Bachelors,HS-grad,13,8,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,50,23,United-States,United-States,<=50K,<=50K
39,64,Self-emp-not-inc,Private,87076,241895,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Sales,Husband,Husband,White,White,Male,Male,0,1173,0,1411,45,68,United-States,United-States,>50K,<=50K
18,22,Private,Private,109928,189238,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Adm-clerical,Sales,Own-child,Own-child,Black,White,Female,Female,0,1173,0,1411,40,42,United-States,Portugal,<=50K,<=50K
55,19,Private,Private,218456,236379,HS-grad,HS-grad,9,8,Divorced,Never-married,Sales,Transport-moving,Unmarried,Own-child,White,White,Female,Male,0,1173,0,1411,40,30,United-States,United-States,<=50K,<=50K
26,45,Local-gov,Private,176756,360491,HS-grad,HS-grad,9,8,Married-civ-spouse,Divorced,Tech-support,Handlers-cleaners,Husband,Other-relative,White,Black,Male,Male,0,1173,0,1411,75,38,United-States,United-States,>50K,<=50K
69,31,?,Private,214923,125089,Prof-school,HS-grad,15,8,Married-civ-spouse,Married-spouse-absent,?,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1173,0,1411,35,20,United-States,United-States,>50K,<=50K
21,42,Private,Private,191789,360491,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Adm-clerical,?,Own-child,Husband,White,White,Female,Male,0,13550,0,1411,10,57,?,United-States,<=50K,>50K
19,28,Private,Private,238383,170430,10th,HS-grad,6,8,Never-married,Never-married,Farming-fishing,Tech-support,Own-child,Not-in-family,White,White,Male,Female,0,1173,0,1411,40,38,United-States,United-States,<=50K,>50K
21,34,Private,Private,315476,360491,Some-college,HS-grad,10,8,Never-married,Never-married,Craft-repair,Exec-managerial,Own-child,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,1173,0,1411,25,42,United-States,United-States,<=50K,<=50K
36,51,Private,Private,195148,211242,Bachelors,HS-grad,13,8,Never-married,Married-civ-spouse,Exec-managerial,Other-service,Own-child,Husband,White,White,Male,Male,0,5455,0,1411,40,38,United-States,United-States,<=50K,<=50K
49,77,?,Self-emp-not-inc,174274,145656,HS-grad,HS-grad,9,8,Widowed,Married-civ-spouse,?,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,80,20,United-States,United-States,<=50K,<=50K
42,17,Private,Private,143208,360491,7th-8th,HS-grad,4,8,Divorced,Never-married,Other-service,Sales,Unmarried,Own-child,White,White,Female,Male,0,1173,0,1411,40,10,?,Canada,<=50K,<=50K
40,29,Private,Private,30201,99679,Assoc-voc,HS-grad,11,8,Divorced,Separated,Handlers-cleaners,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Female,0,1173,0,1411,35,30,United-States,United-States,<=50K,<=50K
35,41,Self-emp-inc,Private,200352,189238,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Tech-support,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,1173,0,1411,45,42,United-States,United-States,>50K,>50K
31,19,Private,?,117028,375078,11th,HS-grad,7,8,Never-married,Never-married,Other-service,?,Own-child,Own-child,White,White,Male,Male,0,1173,0,1411,30,35,Poland,Portugal,<=50K,<=50K
45,26,Private,Private,44489,58972,HS-grad,HS-grad,9,8,Widowed,Never-married,Farming-fishing,Machine-op-inspct,Unmarried,Unmarried,White,Other,Male,Female,0,1173,0,1411,65,35,United-States,Columbia,<=50K,<=50K
52,39,Private,Federal-gov,236222,572751,HS-grad,HS-grad,9,8,Divorced,Never-married,Exec-managerial,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,>50K
23,51,Private,Private,496856,197711,Assoc-acdm,HS-grad,12,8,Never-married,Married-civ-spouse,Sales,?,Own-child,Husband,White,White,Female,Male,0,13550,0,1411,35,62,United-States,United-States,<=50K,>50K
29,50,Private,Private,132675,297906,11th,HS-grad,7,8,Separated,Separated,Other-service,Machine-op-inspct,Own-child,Unmarried,Black,White,Female,Male,0,1173,0,1411,40,35,United-States,United-States,<=50K,<=50K
42,34,Private,Private,89226,195554,Assoc-voc,HS-grad,11,8,Married-civ-spouse,Separated,Transport-moving,Machine-op-inspct,Husband,Unmarried,White,White,Male,Female,0,1173,0,1411,45,27,United-States,United-States,>50K,<=50K
36,58,?,Private,112660,247337,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,?,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,1173,0,1411,40,57,United-States,United-States,<=50K,<=50K
61,34,Federal-gov,Private,294466,208049,Some-college,HS-grad,10,8,Divorced,Married-spouse-absent,Adm-clerical,Other-service,Not-in-family,Unmarried,Black,White,Female,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,<=50K
58,31,Private,Private,201011,222813,7th-8th,HS-grad,4,8,Separated,Never-married,Other-service,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Male,0,1173,0,1411,24,38,United-States,United-States,<=50K,<=50K
47,54,Private,Private,27624,67187,HS-grad,HS-grad,9,8,Never-married,Divorced,Sales,Transport-moving,Not-in-family,Unmarried,White,White,Female,Male,0,1173,0,1411,65,38,United-States,United-States,>50K,<=50K
31,39,Private,Private,385959,133420,Bachelors,HS-grad,13,8,Never-married,Never-married,Adm-clerical,Other-service,Not-in-family,Own-child,White,White,Male,Male,0,1173,0,1411,50,57,United-States,United-States,<=50K,<=50K
53,17,Private,Private,214691,102388,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,1173,0,1411,80,20,United-States,United-States,<=50K,<=50K
34,47,Private,Private,196253,31438,Some-college,HS-grad,10,8,Divorced,Divorced,Adm-clerical,Exec-managerial,Unmarried,Not-in-family,White,White,Female,Female,0,1173,0,1411,40,30,United-States,United-States,<=50K,<=50K
62,34,Local-gov,Private,242341,211242,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Prof-specialty,?,Not-in-family,Not-in-family,Amer-Indian-Eskimo,White,Male,Male,0,1173,0,1411,40,42,United-States,United-States,<=50K,>50K
