age,age_norelationship,workclass,workclass_norelationship,fnlwgt,fnlwgt_norelationship,education,education_norelationship,education_num,education_num_norelationship,marital_status,marital_status_norelationship,occupation,occupation_norelationship,relationship,relationship_norelationship,race,race_norelationship,sex,sex_norelationship,capital_gain,capital_gain_norelationship,capital_loss,capital_loss_norelationship,hours_per_week,hours_per_week_norelationship,native_country,native_country_norelationship,income_per_year,income_per_year_norelationship
33,18,Private,Private,111696,123417,Some-college,11th,10,7,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,45,25,United-States,United-States,<=50K,<=50K
41,45,?,Private,168071,106444,HS-grad,HS-grad,9,13,Married-civ-spouse,Never-married,?,Priv-house-serv,Husband,Husband,White,White,Male,Male,0,0,0,0,40,21,United-States,United-States,<=50K,<=50K
42,58,Private,Private,314369,176514,HS-grad,Assoc-voc,9,11,Divorced,Separated,Craft-repair,Prof-specialty,Unmarried,Husband,Black,White,Male,Female,0,0,0,0,45,36,United-States,United-States,<=50K,<=50K
37,43,Private,Local-gov,178877,102343,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,45,29,United-States,United-States,<=50K,<=50K
42,28,Private,Private,111483,57233,Masters,HS-grad,14,9,Never-married,Never-married,Prof-specialty,Handlers-cleaners,Not-in-family,Husband,White,Black,Male,Male,0,0,0,0,48,42,United-States,United-States,>50K,<=50K
18,28,?,Private,192321,154589,Some-college,Some-college,10,10,Never-married,Never-married,?,Exec-managerial,Own-child,Husband,White,Asian-Pac-Islander,Male,Male,0,0,0,0,40,32,United-States,Philippines,<=50K,<=50K
62,34,Private,Private,171757,252813,7th-8th,10th,4,13,Widowed,Never-married,Transport-moving,Prof-specialty,Not-in-family,Husband,Black,White,Male,Female,0,0,0,0,40,36,United-States,United-States,<=50K,>50K
29,32,Federal-gov,Private,157313,174704,Assoc-voc,Some-college,11,10,Never-married,Never-married,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
20,34,Private,Private,38772,110380,11th,11th,7,7,Never-married,Never-married,Other-service,Sales,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,40,28,United-States,United-States,<=50K,<=50K
36,18,Federal-gov,Private,72338,196771,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,0,0,0,40,42,United-States,United-States,>50K,<=50K
67,32,Self-emp-not-inc,Private,132626,121912,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Farming-fishing,Other-service,Husband,Husband,White,White,Male,Female,0,0,0,0,70,24,United-States,United-States,<=50K,<=50K
50,28,Private,Private,176240,34506,Some-college,HS-grad,10,9,Married-civ-spouse,Divorced,Sales,Sales,Husband,Husband,White,Amer-Indian-Eskimo,Male,Male,0,11678,0,0,50,34,United-States,United-States,>50K,>50K
40,45,Private,Private,202692,64874,HS-grad,Preschool,9,10,Married-civ-spouse,Never-married,Other-service,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,35,34,United-States,United-States,<=50K,<=50K
18,56,Private,?,70021,135458,11th,HS-grad,7,9,Never-married,Never-married,Other-service,?,Own-child,Husband,White,White,Male,Female,0,0,0,2559,15,25,United-States,United-States,<=50K,<=50K
55,37,Private,Self-emp-inc,181242,127537,HS-grad,Some-college,9,10,Divorced,Never-married,Protective-serv,Tech-support,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,20,20,United-States,United-States,<=50K,<=50K
48,22,Private,Private,196707,220237,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,40,38,United-States,United-States,>50K,<=50K
80,40,Local-gov,Private,81534,91901,1st-4th,10th,2,6,Widowed,Divorced,Farming-fishing,Adm-clerical,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Female,1086,0,0,0,20,32,Philippines,United-States,<=50K,<=50K
25,24,Private,Private,137658,180278,Some-college,Masters,10,10,Never-married,Separated,Adm-clerical,Adm-clerical,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,45,39,United-States,United-States,<=50K,<=50K
24,18,Private,Private,253190,173806,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,45,39,United-States,United-States,<=50K,<=50K
46,46,Private,Local-gov,233059,101338,9th,9th,5,5,Divorced,Never-married,Transport-moving,Handlers-cleaners,Not-in-family,Husband,White,White,Male,Male,0,0,0,2163,40,38,United-States,United-States,<=50K,>50K
22,32,State-gov,Self-emp-inc,177787,280093,HS-grad,Some-college,9,16,Never-married,Never-married,Other-service,Other-service,Unmarried,Husband,White,White,Female,Female,0,0,0,0,45,32,United-States,Cuba,<=50K,>50K
35,28,Self-emp-not-inc,Private,193026,96299,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,60,36,United-States,United-States,<=50K,<=50K
62,43,Self-emp-not-inc,Private,271464,186014,Masters,7th-8th,14,4,Separated,Married-spouse-absent,Farming-fishing,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,30,36,United-States,Puerto-Rico,<=50K,<=50K
40,21,Private,Private,199689,50018,HS-grad,Some-college,9,10,Divorced,Never-married,Other-service,Other-service,Not-in-family,Husband,White,White,Female,Male,0,2174,0,0,40,25,United-States,United-States,<=50K,<=50K
27,46,Federal-gov,Local-gov,190653,97521,Assoc-voc,Some-college,11,10,Married-civ-spouse,Divorced,Armed-Forces,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,40,38,?,United-States,>50K,<=50K
40,30,Private,Private,359389,337953,Bachelors,Some-college,13,10,Divorced,Never-married,Other-service,Exec-managerial,Unmarried,Husband,Asian-Pac-Islander,White,Female,Male,0,0,0,0,40,32,Philippines,United-States,<=50K,>50K
49,30,Self-emp-not-inc,Private,181717,213055,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Handlers-cleaners,Wife,Husband,White,White,Female,Female,0,0,0,0,7,38,United-States,United-States,>50K,<=50K
52,28,Private,Private,245127,199513,9th,Assoc-voc,5,11,Married-civ-spouse,Never-married,Handlers-cleaners,Other-service,Husband,Husband,White,Black,Male,Male,0,0,0,0,40,34,Outlying-US(Guam-USVI-etc),United-States,<=50K,<=50K
21,43,Private,Federal-gov,274398,190333,Assoc-voc,Some-college,11,10,Never-married,Divorced,Adm-clerical,Other-service,Own-child,Husband,Black,White,Female,Female,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
41,30,Self-emp-not-inc,Self-emp-inc,344624,191389,Some-college,Assoc-voc,10,16,Married-civ-spouse,Never-married,Prof-specialty,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,60,66,United-States,United-States,>50K,<=50K
35,58,Private,Private,169037,195844,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Transport-moving,Protective-serv,Wife,Husband,White,White,Female,Female,0,0,0,0,48,23,United-States,United-States,<=50K,<=50K
22,40,Private,Self-emp-not-inc,221406,223242,Some-college,11th,10,7,Never-married,Never-married,Other-service,Craft-repair,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,20,45,United-States,United-States,<=50K,<=50K
71,33,Private,Private,211707,346275,Some-college,HS-grad,10,9,Married-civ-spouse,Divorced,Sales,Handlers-cleaners,Husband,Husband,White,White,Male,Female,0,0,0,0,4,34,United-States,United-States,<=50K,<=50K
73,37,?,State-gov,185939,152292,Bachelors,Bachelors,13,13,Married-civ-spouse,Married-civ-spouse,?,?,Husband,Husband,White,White,Male,Male,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
33,18,Private,Local-gov,227026,71046,Bachelors,HS-grad,13,7,Never-married,Never-married,Craft-repair,Exec-managerial,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,34,Nicaragua,United-States,<=50K,<=50K
38,40,Private,Private,187847,170413,Masters,Some-college,14,10,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,50,48,United-States,United-States,>50K,<=50K
19,22,Private,Private,238144,197207,Some-college,Some-college,10,13,Divorced,Divorced,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,20,34,United-States,United-States,<=50K,<=50K
29,30,Private,Private,243660,227282,Some-college,Bachelors,10,13,Never-married,Divorced,Other-service,Sales,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,45,36,United-States,United-States,<=50K,<=50K
26,49,Private,Private,102476,203264,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Tech-support,?,Husband,Husband,White,White,Male,Male,0,0,0,0,40,68,United-States,United-States,>50K,>50K
56,34,Local-gov,Private,238405,181091,HS-grad,Assoc-acdm,9,12,Widowed,Never-married,Adm-clerical,Tech-support,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
29,37,Private,Private,187479,179479,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,50,41,United-States,?,<=50K,>50K
40,46,Private,Private,168294,237720,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,White,White,Male,Female,0,0,0,2258,40,64,United-States,United-States,<=50K,>50K
52,25,?,Local-gov,129893,158656,HS-grad,Assoc-acdm,9,12,Married-civ-spouse,Never-married,?,Prof-specialty,Husband,Husband,Black,White,Male,Male,0,0,1579,0,30,39,United-States,United-States,<=50K,<=50K
55,65,Private,Private,172642,179479,HS-grad,HS-grad,9,15,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,10,United-States,United-States,<=50K,>50K
19,28,Private,Private,208066,182158,Some-college,HS-grad,10,9,Never-married,Never-married,Sales,Prof-specialty,Own-child,Husband,White,White,Female,Female,0,0,0,0,20,30,United-States,United-States,<=50K,<=50K
39,51,Private,Private,247558,146645,Some-college,HS-grad,10,9,Never-married,Never-married,Sales,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,41,48,United-States,United-States,<=50K,<=50K
36,28,Private,Self-emp-not-inc,99233,114537,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,1887,0,40,38,United-States,United-States,>50K,<=50K
46,43,Private,Private,430278,209629,Masters,Assoc-voc,14,9,Never-married,Divorced,Prof-specialty,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
33,28,State-gov,Private,204374,146268,Masters,HS-grad,14,9,Never-married,Never-married,Prof-specialty,Machine-op-inspct,Own-child,Husband,White,White,Male,Female,0,0,0,0,38,46,Poland,United-States,<=50K,<=50K
30,28,Private,Local-gov,136832,215647,9th,Some-college,5,10,Never-married,Never-married,Handlers-cleaners,Adm-clerical,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
54,18,Federal-gov,Private,151135,201603,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Husband,White,White,Male,Female,0,0,0,0,40,13,United-States,United-States,>50K,<=50K
17,56,Private,Private,95875,62834,9th,7th-8th,5,4,Never-married,Never-married,Handlers-cleaners,Handlers-cleaners,Own-child,Husband,White,White,Male,Male,0,0,0,0,12,34,United-States,United-States,<=50K,<=50K
39,34,Private,Private,360494,209801,HS-grad,12th,9,8,Never-married,Separated,Transport-moving,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
21,37,?,Private,187581,61343,Some-college,10th,10,6,Never-married,Divorced,?,Machine-op-inspct,Own-child,Husband,White,White,Female,Female,0,0,0,0,40,48,United-States,United-States,<=50K,<=50K
53,24,Private,Private,98659,283896,9th,Some-college,5,10,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Husband,White,Black,Male,Male,0,0,0,0,44,16,United-States,United-States,<=50K,<=50K
45,53,Private,Private,252242,225580,Doctorate,9th,16,5,Divorced,Never-married,Sales,Farming-fishing,Not-in-family,Husband,White,Black,Male,Male,99999,0,0,0,55,34,United-States,United-States,>50K,<=50K
24,45,Private,Private,411238,401690,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Adm-clerical,Sales,Wife,Husband,Black,White,Female,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
47,53,Self-emp-not-inc,Private,199083,276345,Masters,Bachelors,14,13,Divorced,Never-married,Transport-moving,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,0,2258,0,50,41,United-States,United-States,>50K,>50K
38,30,Private,Private,222573,145370,HS-grad,7th-8th,9,13,Separated,Never-married,Machine-op-inspct,Sales,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,48,United-States,United-States,<=50K,<=50K
44,25,Private,Private,245317,121179,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,40,32,United-States,Guatemala,<=50K,<=50K
45,34,Private,Private,216414,198183,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Husband,Husband,White,White,Male,Male,7688,14084,0,0,50,41,United-States,United-States,>50K,>50K
32,28,Private,Private,236396,144071,HS-grad,Some-college,9,4,Married-civ-spouse,Never-married,Handlers-cleaners,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,40,58,United-States,United-States,<=50K,<=50K
24,37,Private,Private,311826,242782,Some-college,Assoc-acdm,10,12,Never-married,Married-civ-spouse,Sales,Exec-managerial,Unmarried,Husband,White,Asian-Pac-Islander,Female,Male,0,0,0,0,18,38,United-States,United-States,<=50K,<=50K
38,22,Private,Private,172538,158962,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Sales,Craft-repair,Husband,Husband,White,White,Male,Female,0,0,0,0,55,39,United-States,United-States,<=50K,<=50K
38,33,Private,Private,43712,152493,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Adm-clerical,Other-service,Husband,Husband,White,White,Male,Female,0,0,0,0,55,56,United-States,United-States,<=50K,<=50K
33,48,Private,Private,272669,88145,Assoc-acdm,Bachelors,12,13,Never-married,Never-married,Adm-clerical,Sales,Unmarried,Husband,Asian-Pac-Islander,White,Male,Male,0,0,0,0,30,30,Hong,United-States,<=50K,<=50K
50,48,Private,Private,137299,134566,Assoc-acdm,HS-grad,12,9,Divorced,Never-married,Craft-repair,Prof-specialty,Unmarried,Husband,White,Black,Male,Female,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
40,46,Private,Federal-gov,171305,219262,Bachelors,Assoc-voc,13,11,Married-civ-spouse,Divorced,Adm-clerical,Exec-managerial,Husband,Husband,Black,Black,Male,Male,0,0,0,0,60,43,United-States,United-States,>50K,<=50K
33,29,Local-gov,Private,190027,349041,HS-grad,Some-college,9,13,Divorced,Never-married,Other-service,Other-service,Own-child,Husband,Black,White,Female,Male,0,0,0,0,40,64,United-States,United-States,<=50K,<=50K
20,28,Private,State-gov,376416,308673,HS-grad,Masters,9,14,Never-married,Never-married,Sales,Prof-specialty,Own-child,Husband,White,Asian-Pac-Islander,Male,Male,0,0,0,0,40,16,United-States,Dominican-Republic,<=50K,<=50K
17,21,Local-gov,State-gov,236831,347513,12th,Some-college,8,10,Never-married,Never-married,Adm-clerical,Adm-clerical,Own-child,Husband,Black,Other,Female,Male,0,0,0,0,15,16,United-States,United-States,<=50K,<=50K
27,40,Private,Private,170148,86111,Bachelors,HS-grad,13,9,Never-married,Never-married,Tech-support,Other-service,Own-child,Husband,White,White,Female,Male,0,0,0,0,28,41,United-States,United-States,<=50K,<=50K
66,20,Private,?,366425,161547,HS-grad,HS-grad,9,10,Married-civ-spouse,Never-married,Other-service,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,39,United-States,United-States,<=50K,<=50K
53,30,Private,Private,95864,164519,Doctorate,Some-college,16,10,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Female,15024,0,0,0,50,46,England,United-States,>50K,<=50K
71,40,Private,Self-emp-not-inc,37435,307543,Bachelors,Some-college,13,13,Divorced,Divorced,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,3,16,United-States,United-States,<=50K,<=50K
39,21,Self-emp-not-inc,Private,151835,50018,10th,Some-college,6,10,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,40,20,United-States,United-States,<=50K,<=50K
36,48,Private,?,149419,201734,Some-college,HS-grad,10,9,Divorced,Never-married,Adm-clerical,?,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,55,32,United-States,United-States,<=50K,<=50K
20,46,?,Private,224238,210474,Some-college,10th,10,6,Never-married,Never-married,?,Adm-clerical,Own-child,Husband,White,White,Male,Female,0,0,0,0,6,32,United-States,United-States,<=50K,>50K
56,30,Private,Self-emp-inc,359972,112432,Masters,9th,14,5,Married-civ-spouse,Never-married,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,60,39,England,United-States,>50K,<=50K
60,25,Private,Private,23063,238959,7th-8th,11th,4,7,Married-civ-spouse,Never-married,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
43,56,Private,?,198282,179666,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Craft-repair,?,Husband,Husband,White,White,Male,Male,0,0,0,0,40,32,United-States,United-States,>50K,>50K
46,21,Self-emp-inc,Private,211020,311974,Bachelors,Doctorate,13,10,Married-civ-spouse,Never-married,Exec-managerial,Protective-serv,Husband,Husband,White,White,Male,Male,15024,0,0,0,60,39,Germany,Germany,>50K,<=50K
42,48,Private,Private,104196,255559,HS-grad,Some-college,9,10,Never-married,Never-married,Handlers-cleaners,Adm-clerical,Other-relative,Husband,White,White,Male,Male,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
56,49,Private,Private,133819,49255,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
31,32,Private,Private,328734,229709,HS-grad,HS-grad,9,9,Never-married,Divorced,Adm-clerical,Adm-clerical,Unmarried,Husband,White,White,Female,Male,0,0,2238,0,40,32,United-States,United-States,<=50K,<=50K
34,30,Self-emp-not-inc,Private,41210,340543,HS-grad,12th,9,13,Married-civ-spouse,Never-married,Farming-fishing,Adm-clerical,Husband,Husband,White,Asian-Pac-Islander,Male,Female,0,0,0,0,60,48,United-States,India,<=50K,<=50K
