age,age_noworkclass,workclass,workclass_noworkclass,fnlwgt,fnlwgt_noworkclass,education,education_noworkclass,education_num,education_num_noworkclass,marital_status,marital_status_noworkclass,occupation,occupation_noworkclass,relationship,relationship_noworkclass,race,race_noworkclass,sex,sex_noworkclass,capital_gain,capital_gain_noworkclass,capital_loss,capital_loss_noworkclass,hours_per_week,hours_per_week_noworkclass,native_country,native_country_noworkclass,income_per_year,income_per_year_noworkclass
19,36,Private,Private,183264,204817,Some-college,HS-grad,10,10,Never-married,Married-civ-spouse,Protective-serv,Handlers-cleaners,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,30,34,United-States,United-States,<=50K,<=50K
49,23,Private,Private,294671,116080,Bachelors,Bachelors,13,14,Married-civ-spouse,Never-married,Sales,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,50,34,United-States,United-States,<=50K,<=50K
24,36,Private,Private,88926,235521,HS-grad,Bachelors,9,6,Never-married,Divorced,Tech-support,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,3674,0,1741,45,55,United-States,United-States,<=50K,<=50K
65,23,Private,Private,64667,204817,Some-college,HS-grad,10,10,Divorced,Never-married,Other-service,Prof-specialty,Not-in-family,Not-in-family,Asian-Pac-Islander,White,Female,Male,0,3674,0,1741,15,43,United-States,United-States,<=50K,<=50K
27,64,Private,Private,416946,204817,HS-grad,HS-grad,9,14,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,Black,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
52,64,Private,Private,208570,116080,Assoc-voc,Some-college,11,10,Divorced,Married-civ-spouse,Tech-support,Adm-clerical,Not-in-family,Wife,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
42,23,Private,Private,116649,35603,Assoc-voc,Some-college,11,10,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
78,51,Local-gov,Private,87052,84390,HS-grad,Some-college,9,10,Widowed,Married-civ-spouse,Adm-clerical,Other-service,Unmarried,Husband,White,White,Female,Male,0,3674,0,1741,5,34,United-States,United-States,<=50K,>50K
46,36,Self-emp-not-inc,Private,102869,185616,HS-grad,Some-college,9,6,Married-civ-spouse,Married-civ-spouse,Sales,Transport-moving,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,55,United-States,United-States,>50K,<=50K
60,23,Self-emp-inc,Private,123552,185616,7th-8th,12th,4,6,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,55,55,Ireland,United-States,<=50K,>50K
28,51,Private,Private,157262,137733,Bachelors,HS-grad,13,6,Divorced,Married-civ-spouse,Exec-managerial,Transport-moving,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,<=50K
17,23,Private,Private,146890,235521,9th,Bachelors,5,14,Never-married,Married-civ-spouse,Farming-fishing,Craft-repair,Own-child,Wife,Black,White,Male,Female,0,3674,0,1741,20,34,United-States,United-States,<=50K,>50K
57,23,Private,Private,257200,84390,9th,Some-college,5,10,Married-civ-spouse,Separated,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Female,0,3674,0,1741,40,20,United-States,United-States,>50K,<=50K
48,36,Local-gov,Private,452402,288825,Doctorate,Assoc-voc,16,10,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Unmarried,Wife,Black,White,Female,Female,0,3674,0,1741,15,20,United-States,United-States,<=50K,<=50K
39,23,Private,Private,531055,185616,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
38,23,Self-emp-inc,Private,298539,137733,HS-grad,HS-grad,9,10,Never-married,Married-civ-spouse,Exec-managerial,Other-service,Not-in-family,Own-child,White,Amer-Indian-Eskimo,Male,Male,0,3674,0,1741,50,20,United-States,United-States,<=50K,<=50K
20,51,Private,Private,95989,84390,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,35,43,United-States,United-States,<=50K,<=50K
32,36,Private,Private,162572,379885,Masters,HS-grad,14,10,Married-civ-spouse,Separated,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,Black,Male,Female,0,3674,1977,1741,48,34,United-States,United-States,>50K,<=50K
41,23,Local-gov,Private,75313,35603,Prof-school,Some-college,15,10,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Own-child,White,Amer-Indian-Eskimo,Male,Male,0,3674,0,1741,40,34,?,United-States,>50K,<=50K
66,23,Private,Private,117162,288825,10th,HS-grad,6,10,Widowed,Divorced,Machine-op-inspct,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Female,0,3674,0,1741,32,34,United-States,United-States,<=50K,<=50K
46,23,Private,Private,173461,116080,Some-college,Masters,10,14,Married-civ-spouse,Never-married,Sales,Prof-specialty,Wife,Not-in-family,White,White,Female,Female,0,3674,0,1741,40,43,United-States,United-States,>50K,<=50K
48,36,Private,Private,349986,379885,Prof-school,Assoc-voc,15,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,Black,Male,Male,99999,3674,0,1741,50,34,United-States,United-States,>50K,<=50K
24,23,Private,Private,204244,204817,9th,Bachelors,5,14,Never-married,Married-civ-spouse,Other-service,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,37,34,United-States,United-States,<=50K,<=50K
31,23,Private,Private,36222,288825,HS-grad,Assoc-acdm,9,10,Separated,Never-married,Handlers-cleaners,Other-service,Not-in-family,Own-child,White,Black,Male,Female,0,3674,0,1741,65,7,United-States,United-States,<=50K,<=50K
38,51,Self-emp-inc,Private,320811,35603,HS-grad,Masters,9,14,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Transport-moving,Husband,Husband,White,White,Male,Male,0,3674,0,1741,50,20,United-States,United-States,>50K,<=50K
57,36,Private,Private,82676,84390,HS-grad,HS-grad,9,10,Divorced,Married-civ-spouse,Transport-moving,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,3674,0,1741,48,34,United-States,United-States,<=50K,<=50K
20,51,Private,Private,152189,84390,HS-grad,Bachelors,9,14,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Own-child,Husband,White,White,Male,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
54,23,Self-emp-inc,Private,52565,35603,7th-8th,HS-grad,4,14,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,70,34,United-States,United-States,<=50K,<=50K
62,36,?,Private,121319,288825,HS-grad,HS-grad,9,10,Never-married,Separated,?,Other-service,Not-in-family,Own-child,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
25,23,Private,Private,144301,116080,Some-college,HS-grad,10,10,Married-civ-spouse,Never-married,Handlers-cleaners,Handlers-cleaners,Husband,Husband,White,White,Male,Female,0,3674,0,1741,30,34,United-States,United-States,<=50K,<=50K
21,36,Private,Private,162869,160703,Some-college,HS-grad,10,10,Never-married,Married-civ-spouse,Handlers-cleaners,Craft-repair,Unmarried,Not-in-family,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
23,36,Private,Private,179241,160703,Some-college,Some-college,10,10,Never-married,Never-married,Other-service,Exec-managerial,Own-child,Not-in-family,White,White,Female,Male,0,3674,0,1741,30,34,United-States,United-States,<=50K,<=50K
34,51,State-gov,Private,62327,84390,Bachelors,Bachelors,13,14,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Unmarried,White,Asian-Pac-Islander,Male,Female,0,3674,0,1741,40,34,United-States,Vietnam,<=50K,<=50K
40,23,Self-emp-not-inc,Private,121012,160703,Prof-school,11th,15,6,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,3674,1977,1741,50,43,United-States,United-States,>50K,<=50K
43,23,Private,Private,60001,379885,Some-college,Bachelors,10,14,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3674,0,1741,45,34,United-States,United-States,<=50K,>50K
55,23,?,Private,105582,137733,HS-grad,Prof-school,9,10,Married-civ-spouse,Married-civ-spouse,?,Other-service,Husband,Unmarried,White,White,Male,Female,0,3674,0,1741,35,34,United-States,United-States,<=50K,<=50K
34,23,Local-gov,Private,454076,379885,Assoc-voc,Bachelors,11,14,Married-civ-spouse,Married-civ-spouse,Other-service,Exec-managerial,Husband,Wife,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,>50K,>50K
21,64,State-gov,Private,155818,160703,Some-college,Bachelors,10,14,Never-married,Married-civ-spouse,Other-service,Craft-repair,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,25,34,United-States,United-States,<=50K,<=50K
40,36,Private,Private,434081,235521,HS-grad,HS-grad,9,10,Divorced,Divorced,Machine-op-inspct,Adm-clerical,Own-child,Not-in-family,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
48,51,Federal-gov,Private,265386,160703,Assoc-acdm,Prof-school,12,14,Separated,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Husband,Black,White,Female,Male,0,3674,0,1741,40,75,United-States,United-States,<=50K,>50K
47,36,Private,Private,44671,160703,HS-grad,HS-grad,9,10,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Transport-moving,Husband,Not-in-family,White,White,Male,Female,0,3674,0,1741,38,43,United-States,United-States,<=50K,<=50K
63,51,Private,Private,190296,235521,11th,7th-8th,7,14,Married-civ-spouse,Divorced,Craft-repair,Craft-repair,Husband,Wife,White,White,Male,Female,0,3674,1902,1741,40,43,United-States,United-States,>50K,<=50K
33,51,Federal-gov,Private,198827,160703,HS-grad,Bachelors,9,14,Never-married,Divorced,Craft-repair,Prof-specialty,Own-child,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
64,51,?,Private,22228,288825,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,?,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3674,0,1741,10,34,United-States,United-States,>50K,<=50K
28,51,Private,Private,109857,137733,Assoc-voc,Assoc-acdm,11,10,Divorced,Married-civ-spouse,Tech-support,Protective-serv,Unmarried,Husband,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
21,23,Self-emp-not-inc,Private,190968,160703,HS-grad,HS-grad,9,10,Never-married,Never-married,Farming-fishing,Adm-clerical,Own-child,Not-in-family,White,White,Male,Male,0,3674,0,1741,25,43,United-States,United-States,<=50K,<=50K
51,51,Private,Private,75235,235521,Bachelors,HS-grad,13,10,Married-civ-spouse,Never-married,Sales,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,60,43,United-States,United-States,<=50K,<=50K
67,23,Self-emp-inc,Private,127605,116080,Masters,HS-grad,14,6,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Own-child,White,Black,Male,Male,20051,3674,0,1741,60,20,Italy,United-States,>50K,<=50K
33,23,Private,Private,318982,379885,Bachelors,HS-grad,13,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Other-relative,White,White,Male,Male,0,3674,0,1741,38,34,United-States,United-States,<=50K,<=50K
31,36,Private,Private,229636,204817,1st-4th,HS-grad,2,10,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3674,2042,1741,40,20,Mexico,United-States,<=50K,<=50K
46,23,Private,Private,233802,185616,HS-grad,HS-grad,9,10,Married-civ-spouse,Never-married,Tech-support,Prof-specialty,Husband,Own-child,Black,Black,Male,Female,0,3674,0,1741,40,34,United-States,United-States,>50K,<=50K
45,51,Self-emp-not-inc,Private,28119,288825,Bachelors,Bachelors,13,14,Divorced,Married-civ-spouse,Prof-specialty,Adm-clerical,Not-in-family,Unmarried,White,White,Male,Male,0,3674,0,1741,65,43,United-States,United-States,<=50K,>50K
66,64,State-gov,Private,198363,137733,7th-8th,Some-college,4,10,Widowed,Married-civ-spouse,Other-service,Adm-clerical,Not-in-family,Wife,Black,White,Female,Female,2964,3674,0,1741,40,34,United-States,United-States,<=50K,>50K
58,51,Local-gov,Private,153914,35603,HS-grad,Bachelors,9,14,Widowed,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,30,34,United-States,United-States,<=50K,<=50K
40,64,Private,Private,143582,84390,Masters,HS-grad,14,10,Widowed,Widowed,Sales,Adm-clerical,Own-child,Not-in-family,Asian-Pac-Islander,White,Female,Female,0,3674,0,1741,50,20,United-States,United-States,<=50K,<=50K
71,36,?,Private,78786,116080,7th-8th,Bachelors,4,14,Married-civ-spouse,Never-married,?,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,3674,2149,1741,24,34,United-States,United-States,<=50K,>50K
42,77,State-gov,Private,126333,160703,HS-grad,Masters,9,14,Married-civ-spouse,Widowed,Sales,Exec-managerial,Wife,Unmarried,White,Asian-Pac-Islander,Female,Male,0,3674,0,1741,40,34,United-States,South,<=50K,<=50K
46,64,Self-emp-not-inc,Private,182689,379885,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Male,3103,3674,0,1741,35,34,United-States,United-States,>50K,>50K
19,23,Private,Private,35245,235521,HS-grad,Bachelors,9,14,Never-married,Never-married,Handlers-cleaners,Prof-specialty,Own-child,Not-in-family,White,White,Male,Female,0,3674,0,1741,25,34,United-States,United-States,<=50K,<=50K
19,23,Private,Private,160120,84390,Some-college,Some-college,10,10,Never-married,Never-married,Exec-managerial,Adm-clerical,Own-child,Own-child,Asian-Pac-Islander,White,Male,Female,2597,3674,0,1741,40,34,?,United-States,<=50K,<=50K
37,36,Self-emp-not-inc,Private,400287,160703,Masters,Bachelors,14,14,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Craft-repair,Wife,Husband,White,Other,Female,Male,0,3674,1887,1741,15,34,United-States,?,>50K,<=50K
22,23,Private,Private,50610,35603,Some-college,Masters,10,6,Never-married,Never-married,Other-service,Farming-fishing,Not-in-family,Own-child,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
64,23,Private,Private,349826,235521,Some-college,HS-grad,10,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,Black,Male,Male,0,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
38,64,Private,Private,35890,235521,HS-grad,HS-grad,9,10,Married-civ-spouse,Married-civ-spouse,Transport-moving,Transport-moving,Husband,Husband,White,White,Male,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
56,36,Private,Private,174209,204817,5th-6th,HS-grad,3,10,Married-civ-spouse,Never-married,Machine-op-inspct,Exec-managerial,Husband,Not-in-family,Black,Black,Male,Male,0,3674,0,1741,40,43,United-States,France,<=50K,<=50K
47,36,Private,Private,63225,235521,1st-4th,12th,2,6,Divorced,Married-civ-spouse,Other-service,Craft-repair,Not-in-family,Other-relative,White,White,Female,Male,0,3674,0,1741,15,34,United-States,United-States,<=50K,<=50K
35,23,Private,Private,164519,35603,HS-grad,Some-college,9,10,Divorced,Never-married,Adm-clerical,Prof-specialty,Unmarried,Own-child,Black,White,Female,Female,0,3674,0,1741,40,20,United-States,United-States,<=50K,<=50K
23,51,Private,Private,81145,116080,HS-grad,11th,9,6,Never-married,Married-civ-spouse,Other-service,Farming-fishing,Other-relative,Husband,White,White,Female,Male,0,3674,0,1741,40,43,United-States,United-States,<=50K,<=50K
32,23,Local-gov,Private,73514,185616,Assoc-voc,Bachelors,11,14,Never-married,Never-married,Protective-serv,Sales,Not-in-family,Own-child,Asian-Pac-Islander,White,Female,Female,0,3674,0,1741,50,7,United-States,United-States,<=50K,<=50K
49,23,Local-gov,Private,452402,379885,Bachelors,HS-grad,13,10,Married-civ-spouse,Never-married,Prof-specialty,Exec-managerial,Wife,Husband,Black,Black,Female,Male,7688,3674,0,1741,35,34,United-States,United-States,>50K,<=50K
19,51,?,Private,318056,204817,Some-college,Prof-school,10,14,Never-married,Never-married,?,Adm-clerical,Own-child,Not-in-family,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
27,23,Private,Private,285897,185616,HS-grad,Bachelors,9,14,Married-civ-spouse,Never-married,Transport-moving,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,3674,1887,1741,40,43,United-States,United-States,>50K,<=50K
19,36,?,Private,194404,288825,Some-college,Prof-school,10,14,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,3674,0,1741,32,20,United-States,United-States,<=50K,>50K
20,36,Private,Private,434710,235521,Some-college,Masters,10,14,Never-married,Never-married,Adm-clerical,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Female,0,3674,0,1741,20,43,United-States,United-States,<=50K,>50K
42,51,Federal-gov,Private,177142,84390,Bachelors,Doctorate,13,10,Never-married,Never-married,Tech-support,Other-service,Unmarried,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,55,United-States,United-States,<=50K,>50K
35,36,Federal-gov,Private,182863,379885,Bachelors,5th-6th,13,2,Separated,Married-civ-spouse,Tech-support,Sales,Unmarried,Husband,White,White,Male,Female,0,3674,0,1741,40,34,United-States,Mexico,<=50K,<=50K
62,36,Private,Private,394645,84390,HS-grad,HS-grad,9,10,Never-married,Married-civ-spouse,Sales,Other-service,Not-in-family,Husband,White,White,Female,Male,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
46,36,Private,Private,110457,379885,HS-grad,Some-college,9,6,Divorced,Divorced,Craft-repair,Adm-clerical,Unmarried,Unmarried,White,White,Male,Female,0,3674,0,1741,40,34,United-States,United-States,<=50K,<=50K
32,23,Self-emp-not-inc,Private,292465,84390,Some-college,1st-4th,10,2,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Male,0,3674,0,1741,35,20,United-States,United-States,>50K,<=50K
35,36,Private,Private,238433,35603,Assoc-voc,Assoc-acdm,11,10,Divorced,Married-civ-spouse,Exec-managerial,Prof-specialty,Unmarried,Not-in-family,White,White,Male,Female,0,3674,0,1741,40,20,United-States,Germany,<=50K,<=50K
55,51,Private,Private,160631,116080,HS-grad,HS-grad,9,10,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Male,4508,3674,0,1741,8,34,Yugoslavia,United-States,<=50K,<=50K
29,23,Private,Private,285657,235521,Some-college,HS-grad,10,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Transport-moving,Husband,Husband,White,White,Male,Male,0,3674,0,1741,45,34,United-States,United-States,<=50K,>50K
