age,age_noage,workclass,workclass_noage,fnlwgt,fnlwgt_noage,education,education_noage,education_num,education_num_noage,marital_status,marital_status_noage,occupation,occupation_noage,relationship,relationship_noage,race,race_noage,sex,sex_noage,capital_gain,capital_gain_noage,capital_loss,capital_loss_noage,hours_per_week,hours_per_week_noage,native_country,native_country_noage,income_per_year,income_per_year_noage
53,28,Private,Private,185407,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Divorced,Handlers-cleaners,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
38,28,Self-emp-not-inc,Local-gov,177907,233149,HS-grad,11th,9,4,Married-civ-spouse,Married-civ-spouse,Sales,Transport-moving,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
40,28,Private,Private,145441,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Widowed,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3818,1485,1741,40,52,United-States,United-States,>50K,<=50K
25,28,Private,Private,104830,233149,Bachelors,HS-grad,13,12,Never-married,Married-civ-spouse,Prof-specialty,Craft-repair,Own-child,Not-in-family,White,White,Female,Male,0,3818,0,1741,15,52,United-States,United-States,<=50K,<=50K
27,28,Private,Private,247507,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Priv-house-serv,Husband,Other-relative,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
71,28,Self-emp-inc,Private,216601,233149,11th,Some-college,7,12,Divorced,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Unmarried,Not-in-family,Black,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
28,28,Local-gov,Private,91670,233149,Bachelors,Masters,13,12,Never-married,Married-civ-spouse,Prof-specialty,Sales,Not-in-family,Husband,Asian-Pac-Islander,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
58,28,Private,Private,106740,114774,HS-grad,HS-grad,9,12,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Unmarried,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
57,28,Private,Private,122562,233149,10th,1st-4th,6,4,Married-civ-spouse,Married-civ-spouse,Transport-moving,Machine-op-inspct,Husband,Own-child,White,White,Male,Female,0,3818,0,1741,60,18,United-States,United-States,>50K,<=50K
35,28,Private,State-gov,109133,233149,HS-grad,Doctorate,9,12,Separated,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Not-in-family,Husband,White,Asian-Pac-Islander,Male,Male,3674,3818,0,1741,52,18,United-States,United-States,<=50K,<=50K
35,28,Private,Private,196123,114774,Assoc-acdm,7th-8th,12,4,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Wife,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
55,28,Private,?,123436,233149,Assoc-voc,Some-college,11,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Other-relative,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
56,28,Self-emp-inc,Private,42298,114774,9th,Bachelors,5,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,Black,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
44,28,Private,Private,297248,233149,HS-grad,HS-grad,9,4,Married-spouse-absent,Married-civ-spouse,Craft-repair,Machine-op-inspct,Unmarried,Husband,White,White,Male,Male,0,3818,0,1741,40,52,Columbia,United-States,<=50K,<=50K
23,28,Private,State-gov,117363,233149,Bachelors,Some-college,13,12,Never-married,Never-married,Other-service,Other-service,Not-in-family,Not-in-family,White,Asian-Pac-Islander,Female,Male,0,3818,0,1741,35,18,United-States,United-States,<=50K,<=50K
41,28,Private,State-gov,79864,233149,Assoc-voc,HS-grad,11,12,Never-married,Divorced,Adm-clerical,Protective-serv,Own-child,Not-in-family,White,Black,Female,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
51,28,Private,State-gov,190762,114774,1st-4th,Assoc-voc,2,12,Widowed,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,18,Mexico,?,<=50K,>50K
46,28,Private,Private,155509,114774,Bachelors,7th-8th,13,4,Separated,Never-married,Prof-specialty,Machine-op-inspct,Unmarried,Not-in-family,Black,Black,Female,Female,0,3818,0,1741,32,18,Jamaica,United-States,<=50K,<=50K
45,28,Federal-gov,Private,163434,114774,HS-grad,HS-grad,9,12,Divorced,Married-civ-spouse,Adm-clerical,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
35,28,Private,State-gov,153832,233149,Assoc-voc,Masters,11,12,Never-married,Married-civ-spouse,Other-service,Protective-serv,Not-in-family,Husband,White,Black,Male,Male,0,3818,0,1741,35,18,United-States,United-States,<=50K,<=50K
53,28,Federal-gov,Self-emp-inc,147629,114774,Assoc-acdm,HS-grad,12,12,Married-civ-spouse,Divorced,Prof-specialty,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,80,18,United-States,United-States,>50K,<=50K
33,28,Private,Self-emp-not-inc,488720,233149,5th-6th,HS-grad,3,12,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Other-relative,Husband,White,Black,Male,Male,0,3818,0,1741,40,52,Mexico,United-States,<=50K,<=50K
49,28,Private,Self-emp-not-inc,169180,114774,HS-grad,Some-college,9,12,Widowed,Married-civ-spouse,Adm-clerical,Sales,Not-in-family,Husband,White,White,Female,Female,0,3818,1876,1741,35,18,United-States,United-States,<=50K,<=50K
37,28,Private,Private,188763,114774,Bachelors,10th,13,4,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,>50K,<=50K
37,28,Private,Private,229647,114774,HS-grad,Assoc-voc,9,12,Divorced,Divorced,Machine-op-inspct,Adm-clerical,Not-in-family,Unmarried,White,White,Female,Female,0,3818,0,1741,42,18,United-States,United-States,<=50K,<=50K
57,28,Self-emp-not-inc,Private,321456,233149,HS-grad,Some-college,9,12,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Sales,Husband,Husband,White,White,Male,Female,0,3818,0,1741,20,18,United-States,United-States,<=50K,>50K
24,28,Private,Self-emp-not-inc,199698,233149,Assoc-acdm,Prof-school,12,12,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,0,1741,48,52,United-States,United-States,<=50K,>50K
32,28,Private,Private,226010,233149,HS-grad,7th-8th,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3818,0,1741,60,52,United-States,United-States,<=50K,<=50K
28,28,Private,Self-emp-not-inc,116298,114774,7th-8th,Some-college,4,12,Never-married,Married-civ-spouse,Machine-op-inspct,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,45,52,United-States,United-States,<=50K,>50K
33,28,Private,?,130057,233149,Assoc-acdm,10th,12,12,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3818,0,1741,45,18,United-States,United-States,<=50K,<=50K
27,28,Private,Local-gov,369188,233149,Bachelors,Some-college,13,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Protective-serv,Wife,Husband,White,White,Female,Male,0,3818,0,1741,90,18,United-States,United-States,>50K,<=50K
32,28,Private,Private,155193,233149,HS-grad,Some-college,9,12,Separated,Married-civ-spouse,Prof-specialty,Farming-fishing,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,55,52,United-States,United-States,<=50K,>50K
33,28,Private,Private,159574,233149,10th,10th,6,4,Married-civ-spouse,Married-civ-spouse,Transport-moving,Transport-moving,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
51,28,Private,Private,299353,114774,Some-college,Some-college,10,12,Divorced,Married-civ-spouse,Other-service,Machine-op-inspct,Unmarried,Husband,White,Black,Female,Male,0,3818,0,1741,56,18,United-States,United-States,<=50K,<=50K
46,28,Local-gov,Self-emp-inc,99971,233149,HS-grad,Bachelors,9,12,Married-civ-spouse,Married-civ-spouse,Protective-serv,Machine-op-inspct,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,3818,0,1741,56,52,United-States,?,>50K,<=50K
65,28,Private,Private,190160,233149,Bachelors,HS-grad,13,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,99999,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
67,28,Private,Local-gov,283416,233149,Masters,HS-grad,14,12,Never-married,Married-civ-spouse,Prof-specialty,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,>50K
60,28,Private,State-gov,224277,233149,Bachelors,Some-college,13,12,Divorced,Married-civ-spouse,Exec-managerial,Other-service,Unmarried,Wife,White,White,Female,Female,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
30,28,Private,Private,111567,114774,HS-grad,Bachelors,9,12,Never-married,Divorced,Craft-repair,Adm-clerical,Own-child,Not-in-family,White,White,Male,Male,0,3818,0,1741,48,18,United-States,United-States,<=50K,<=50K
53,28,Private,Local-gov,151411,233149,HS-grad,Some-college,9,12,Married-civ-spouse,Divorced,Craft-repair,Protective-serv,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,>50K,<=50K
34,28,Private,Private,346736,233149,Assoc-acdm,HS-grad,12,12,Never-married,Divorced,Exec-managerial,Craft-repair,Own-child,Not-in-family,White,White,Female,Male,0,3818,0,1741,50,18,United-States,United-States,<=50K,>50K
26,28,Private,Self-emp-not-inc,264055,233149,Some-college,Some-college,10,12,Never-married,Married-civ-spouse,Sales,Exec-managerial,Unmarried,Husband,White,White,Male,Male,0,3818,0,1741,55,52,United-States,United-States,<=50K,<=50K
22,28,Private,Private,309620,233149,HS-grad,Bachelors,9,12,Never-married,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Husband,Other,White,Male,Male,0,3818,0,1741,45,52,?,United-States,<=50K,>50K
39,28,Private,Private,224541,233149,Assoc-acdm,Assoc-acdm,12,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
46,28,Private,Self-emp-inc,235334,114774,Masters,Some-college,14,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Transport-moving,Husband,Husband,Black,White,Male,Male,99999,3818,0,1741,60,52,United-States,United-States,>50K,>50K
22,28,Private,Private,296158,233149,10th,Assoc-acdm,6,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Tech-support,Husband,Not-in-family,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
25,28,Private,Private,153997,114774,10th,10th,6,4,Never-married,Married-civ-spouse,Machine-op-inspct,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
53,28,Private,Private,231482,114774,HS-grad,Assoc-voc,9,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Husband,White,White,Male,Female,0,3818,0,1741,50,52,United-States,Portugal,<=50K,<=50K
35,28,Private,Private,278553,233149,Bachelors,Masters,13,12,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,Black,White,Male,Male,0,3818,0,1741,38,18,United-States,United-States,<=50K,>50K
56,28,Private,Private,91251,114774,HS-grad,HS-grad,9,4,Married-civ-spouse,Married-civ-spouse,Other-service,Craft-repair,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,3818,0,1741,20,18,China,United-States,<=50K,<=50K
47,28,Self-emp-not-inc,Private,192053,114774,7th-8th,12th,4,4,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Wife,White,White,Male,Female,0,3818,0,1741,55,18,United-States,United-States,>50K,<=50K
47,28,Private,Private,207120,233149,HS-grad,Some-college,9,12,Separated,Married-civ-spouse,Machine-op-inspct,?,Not-in-family,Husband,White,White,Male,Female,0,3818,0,1741,44,18,United-States,United-States,<=50K,>50K
46,28,Self-emp-inc,Private,125892,233149,Bachelors,10th,13,4,Married-civ-spouse,Separated,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Female,0,3818,1977,1741,60,18,United-States,United-States,>50K,<=50K
34,28,Private,Private,186824,114774,Bachelors,Some-college,13,12,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
45,28,Private,Self-emp-not-inc,200471,233149,Some-college,11th,10,4,Married-civ-spouse,Married-civ-spouse,Sales,Sales,Husband,Husband,White,White,Male,Male,0,3818,2415,1741,40,52,United-States,United-States,>50K,<=50K
22,28,Private,Private,117779,114774,Bachelors,7th-8th,13,4,Never-married,Married-civ-spouse,Exec-managerial,Transport-moving,Not-in-family,Unmarried,White,White,Male,Male,0,3818,0,1741,50,18,United-States,?,<=50K,<=50K
23,28,Private,Self-emp-inc,44793,114774,HS-grad,Some-college,9,12,Never-married,Married-civ-spouse,Handlers-cleaners,Tech-support,Not-in-family,Husband,White,White,Male,Male,0,3818,0,1741,50,18,United-States,United-States,<=50K,>50K
33,28,Private,Self-emp-not-inc,37646,114774,Bachelors,Some-college,13,12,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Other-service,Husband,Husband,White,White,Male,Female,0,3818,0,1741,60,52,United-States,United-States,<=50K,<=50K
45,28,Private,Private,174127,233149,Some-college,Some-college,10,12,Never-married,Married-civ-spouse,Machine-op-inspct,Transport-moving,Own-child,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
26,28,Private,Private,110103,114774,HS-grad,Bachelors,9,12,Never-married,Married-civ-spouse,Other-service,Other-service,Not-in-family,Not-in-family,White,White,Female,Male,0,3818,1762,1741,40,18,United-States,United-States,<=50K,<=50K
20,28,Private,Self-emp-not-inc,74631,233149,Some-college,7th-8th,10,12,Never-married,Married-civ-spouse,Sales,Prof-specialty,Other-relative,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,>50K
32,28,Private,Private,211239,233149,Some-college,Some-college,10,12,Married-AF-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Wife,Husband,White,White,Female,Male,0,3818,0,1741,40,18,United-States,United-States,>50K,<=50K
26,28,?,Private,157008,233149,HS-grad,Some-college,9,12,Divorced,Married-civ-spouse,?,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,40,52,United-States,United-States,<=50K,<=50K
35,28,Self-emp-not-inc,Private,90406,114774,HS-grad,HS-grad,9,12,Never-married,Married-civ-spouse,Other-service,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,3818,0,1741,60,18,United-States,United-States,<=50K,<=50K
27,28,Private,Local-gov,199998,114774,HS-grad,HS-grad,9,12,Divorced,Never-married,Craft-repair,Protective-serv,Unmarried,Not-in-family,White,Amer-Indian-Eskimo,Female,Male,0,3818,0,1741,32,52,United-States,United-States,<=50K,<=50K
73,28,Private,Private,132350,114774,7th-8th,HS-grad,4,12,Widowed,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,18,18,United-States,United-States,<=50K,>50K
61,28,Private,Private,233427,233149,Bachelors,Some-college,13,12,Married-civ-spouse,Divorced,Prof-specialty,Other-service,Husband,Not-in-family,White,White,Male,Female,0,3818,0,1741,30,18,United-States,United-States,<=50K,>50K
52,28,Local-gov,Federal-gov,71489,114774,HS-grad,Some-college,9,12,Married-civ-spouse,Divorced,Craft-repair,Other-service,Husband,Own-child,White,White,Male,Male,0,3818,1579,1741,40,18,United-States,United-States,<=50K,<=50K
34,28,Self-emp-inc,Federal-gov,119411,233149,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Transport-moving,Tech-support,Unmarried,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
35,28,Private,Local-gov,351772,233149,Some-college,Some-college,10,12,Married-civ-spouse,Married-civ-spouse,Sales,Farming-fishing,Husband,Husband,White,White,Male,Male,0,3818,0,1741,60,52,United-States,United-States,>50K,>50K
27,28,Local-gov,Private,34254,114774,Bachelors,Bachelors,13,12,Married-civ-spouse,Married-civ-spouse,Protective-serv,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
51,28,Private,Private,178693,114774,Bachelors,Some-college,13,12,Married-civ-spouse,Widowed,Sales,Machine-op-inspct,Husband,Unmarried,White,White,Male,Male,0,3818,0,1741,50,52,United-States,United-States,>50K,<=50K
47,28,Private,Private,168262,114774,Some-college,HS-grad,10,12,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,3818,0,1741,60,52,United-States,United-States,>50K,>50K
58,28,Private,Private,34169,114774,Some-college,HS-grad,10,12,Married-civ-spouse,Never-married,Sales,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,3103,3818,0,1741,25,18,United-States,United-States,>50K,<=50K
31,28,Private,Private,328118,114774,Some-college,Bachelors,10,12,Never-married,Divorced,Other-service,Farming-fishing,Not-in-family,Husband,White,White,Female,Male,0,3818,0,1741,20,52,United-States,United-States,<=50K,>50K
39,28,Self-emp-inc,Private,122353,114774,Bachelors,Some-college,13,12,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Husband,Other-relative,White,White,Male,Female,7688,3818,0,1741,50,52,United-States,United-States,>50K,<=50K
18,28,Private,Private,37315,233149,Some-college,HS-grad,10,12,Never-married,Married-civ-spouse,Adm-clerical,Farming-fishing,Own-child,Wife,White,White,Male,Female,0,3818,0,1741,50,18,United-States,United-States,<=50K,<=50K
27,28,Private,Private,181916,233149,Some-college,Some-college,10,12,Never-married,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
21,28,Private,Private,55465,233149,Assoc-acdm,Bachelors,12,12,Never-married,Married-civ-spouse,Other-service,Craft-repair,Other-relative,Husband,White,White,Male,Male,0,3818,0,1741,15,52,United-States,United-States,<=50K,<=50K
45,28,Private,Private,192203,233149,HS-grad,HS-grad,9,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Transport-moving,Husband,Not-in-family,White,Black,Male,Male,15024,3818,0,1741,49,18,United-States,United-States,>50K,<=50K
26,28,Private,Private,91683,114774,Some-college,Some-college,10,12,Married-civ-spouse,Married-civ-spouse,Transport-moving,Sales,Husband,Husband,White,White,Male,Male,0,3818,0,1741,40,18,United-States,United-States,<=50K,<=50K
18,28,Private,Private,39302,114774,12th,Doctorate,8,12,Never-married,Divorced,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,3818,0,1741,12,18,United-States,United-States,<=50K,<=50K
